X,Y
37.32296371,127.9436722
37.34106827,127.956955
37.32314301,127.9499283
37.32089615,127.9627228
37.33921051,127.9582672
37.31584549,127.9594574
37.34824371,127.9421997
37.38414764,127.9485397
37.35362625,127.9323273
37.34275818,127.9540176
37.34129715,127.9338379
37.32957458,127.9549866
37.34540558,127.9359894
37.35075378,127.9325638
37.33096313,127.9480057
37.31962967,127.949234
37.32140732,127.9425812
37.34559631,127.9477921
37.35029221,127.9426422
37.34972382,127.9506531
37.34956741,127.9540176
37.34250259,127.9659195
37.34608459,127.9449539
37.34693146,127.951088
37.39770126,127.9510727
37.20631409,127.7477036
37.26862717,127.9044266
37.26857376,127.904419
37.27797699,127.769722
37.27794647,127.769783
37.30643845,127.8145218
37.30640793,127.8144913
37.26700974,127.7977066
37.26691055,127.7977295
37.23373795,127.8467331
37.23372269,127.8466797
37.32449341,127.830986
37.30532837,127.8175125
37.32640457,127.8049927
37.41094589,128.0073395
37.41318512,127.9465408
37.41249847,127.9963837
37.36458588,128.0078583
37.35300827,127.899292
37.43040466,127.9302139
37.38848495,127.7862701
37.34090042,127.8207169
37.36003113,127.8982468
37.2280426,127.7863541
37.17004395,127.8845062
37.30681992,127.9099045
37.29229355,127.7911301
37.32379532,127.830452
37.36001968,127.9238739
37.31098175,127.8192368
37.34244919,127.9406891
37.34781647,127.9481201
37.35767746,127.9388733
37.33787918,127.9343414
37.35018539,127.952385
37.3221283,127.9365158
37.33580017,127.938858
37.33369446,127.9875259
37.33070755,127.9900665
37.32248688,127.9903641
37.326342,127.984686
37.41739273,128.0033112
37.3253746,127.9769516
37.32787323,127.9836273
37.33068466,127.9295807
37.34343719,127.9798966
37.31506729,127.9410858
37.34093475,127.9477081
37.31518173,127.9574127
37.35603714,127.9367752
37.34508133,127.9408417
37.34527206,127.9616852
37.34280014,127.9635468
37.32746124,127.9419251
37.38641357,127.9515457
37.36397934,127.9362183
37.36899948,127.9351044
37.3663063,127.9344559
37.36859894,127.937851
37.3666954,127.9374237
37.36709213,127.9405594
37.34228897,127.9322052
37.33872986,127.9351502
37.34859848,127.9257965
37.38167572,127.9493256
37.35372162,127.9464722
37.34859085,127.9487305
37.32653809,127.9437103
37.32344437,127.9566269
37.32145691,127.9654846
37.32430649,127.9640122
37.33985519,127.9590302
37.3192482,127.9633484
37.28011322,127.9107666
37.29763794,127.8855057
37.25828171,127.9024353
37.27533722,127.9067459
37.29301071,127.940361
37.30870056,127.9283447
37.23896408,128.0884094
37.35323715,127.9476929
37.36155319,127.9444428
37.364788,127.947405
37.34634399,127.9537964
37.34070969,127.9442062
37.34564972,127.952446
37.33678055,127.9509049
37.34100342,127.9544449
37.33612061,127.9545364
37.34070969,127.9472046
37.34037018,127.9398117
37.34186554,127.9508514
37.33378601,127.9438629
37.33005142,127.9436798
37.32982254,127.9430161
37.32976151,127.9445572
37.32378387,127.9654465
37.32187653,127.9479523
37.33078003,127.9552155
37.33588791,127.968544
37.3308754,127.9349823
37.33781433,127.9318085
37.30059814,127.9193344
37.31059265,127.9660721
37.35291672,127.9447479
37.35363007,127.9475708
37.35572815,127.9247818
37.36811829,127.9335022
37.38209915,127.9380035
37.38463211,127.963295
37.41112518,127.9570313
37.39543533,127.9509506
37.3595047,127.9254303
37.34725571,127.9548492
37.35121536,127.9477234
37.33732986,127.919838
37.34277344,127.9550324
37.36080551,127.9398499
37.34385681,127.9337158
37.34914398,127.9496002
37.35253525,127.9496002
37.33241272,127.9470215
37.33284378,127.923584
37.3324852,127.9221115
37.33416748,127.9213944
37.31858444,127.9496155
37.36326599,127.9393387
37.20713425,127.7500076
37.36922836,127.9337997
37.33970642,127.9527054
37.34726334,127.9486795
37.36026764,127.9528122
37.34782028,127.9306641
37.34400558,127.9275589
37.34719467,127.9272156
37.34170532,127.9672852
37.34807968,127.9303665
37.34715652,127.9319916
37.3455925,127.9302902
37.3434906,127.9317474
37.32879257,127.9513397
37.32490158,127.9621506
37.32025528,127.9592438
37.34090805,127.9516602
37.34168243,127.9491577
37.30604553,127.8162537
37.32572556,127.9547348
37.3231163,127.9490433
37.32062531,127.9677353
37.32375717,127.9428253
37.32497787,127.9602432
37.32162094,127.9516983
37.33694077,127.9562378
37.32768631,127.9452438
37.35060501,127.9437714
37.34343338,127.9402237
37.34449387,127.9419174
37.35742569,127.9417801
37.35627747,127.9436646
37.3467865,127.9362793
37.35985947,127.9380646
37.34883118,127.9297943
37.35795212,127.9352646
37.35709381,127.9343491
37.36525345,127.9356842
37.36719894,127.9338837
37.36471558,127.9391861
37.35760117,127.9537506
37.35930634,127.9526291
37.36390305,127.9613876
37.36076736,127.9544449
37.34728622,127.9342651
37.35676193,127.9359436
37.36718369,127.9407425
37.38236618,127.9468231
37.33999634,127.9377441
37.32369232,127.9617691
37.3418045,127.9642334
37.33533859,127.9299011
37.33539581,127.9299393
37.33530045,127.9299698
37.33538437,127.9298477
37.335289,127.9298477
37.31775665,127.9686356
37.31972504,127.8314972
37.35640335,127.9438858
37.31972122,127.8314285
37.31968307,127.8314591
37.34098816,127.8800964
37.34118652,127.8802414
37.3408432,127.8798599
37.34491348,127.9278183
37.32765197,127.9540558
37.3484726,127.9545059
37.36737061,127.9388351
37.36495972,127.937088
37.34273148,127.9459152
37.34431458,127.9461823
