35.467631,128.322241
35.311052,128.262246
35.294415,128.187775
35.497773,128.348978
35.358548,128.089089
35.308669,128.295937
35.260681,128.269608
35.269262,128.198515
35.329558,128.286384
35.344587,128.361293
35.361696,128.412897
35.440206,128.374597
35.445258,128.206811
35.275027,128.279182
35.279822,128.187441
35.512576,128.373342
35.327181,128.235873
35.369665,128.114025
35.317894,128.268571
35.321818,128.261358
35.313369,128.253534
35.454473,128.350079
35.340597,128.276033
35.379712,128.324485
35.321991,128.258024
35.410179,128.333126
35.278661,128.212029
35.309933,128.234206
35.315972,128.261503
35.314767,128.258859
35.380226,128.251464
35.438985,128.344555
35.321846,128.261409
35.319971,128.262049
35.318514,128.262315
35.319973,128.260132
35.467954,128.324961
35.319279,128.261019
35.464608,128.310913
35.318809,128.259884
35.320223,128.253259
35.318377,128.266536
35.320523,128.260853
35.320995,128.262675
35.321402,128.264784
35.306329,128.256374
35.314738,128.293074
35.321113,128.261991
35.316416,128.280611
35.360457,128.243337
35.322582,128.251284
35.297171,128.216919
35.469415,128.293387
35.321443,128.289381
35.321211,128.289511
35.471412,128.337138
35.374288,128.238015
35.261853,128.234878
35.360259,128.123348
35.357874,128.195369
35.423455,128.328023
35.487329,128.334935
35.459835,128.271302
35.314057,128.259972
35.357294,128.194872
35.388084,128.202269
35.321739,128.260359
35.321637,128.266982
35.465933,128.320955
35.329895,128.226375
35.318623,128.266329
35.333538,128.246437
35.340621,128.196279
35.371453,128.108805
35.276767,128.210954
35.349083,128.290282
35.379698,128.324571
35.383536,128.387673
35.321739,128.260393
35.321581,128.266931
35.482129,128.414276
35.479453,128.240179
35.448116,128.247551
35.433668,128.313425
35.323051,128.261511
35.324191,128.244573
35.324104,128.266184
35.463239,128.319073
35.365006,128.415155
35.382603,128.327299
35.323264,128.267808
35.324051,128.266611
35.464538,128.320542
35.321739,128.260385
35.321802,128.260393
35.321637,128.266948
35.321644,128.266982
35.459221,128.351954
35.432735,128.317203
35.324464,128.295967
35.446598,128.350929
35.314727,128.257328
35.315887,128.285004
35.377855,128.331771
35.463851,128.326429
35.426641,128.209531
35.321429,128.289381
35.325458,128.262134
35.321124,128.260066
35.320001,128.260419
35.318282,128.275827
35.321867,128.266315
35.322032,128.266764
35.465313,128.319467
35.466878,128.323835
35.468075,128.327633
35.318161,128.255858
35.390025,128.228605
35.382324,128.148723
35.260662,128.268857
35.333719,128.282396
35.341902,128.367644
35.364028,128.388732
35.488781,128.413333
35.480775,128.235949
35.436086,128.227692
35.419994,128.286593
35.322528,128.256851
35.318857,128.285062
35.323734,128.280937
35.569621,128.157311
35.293303,128.287707
35.479937,128.350149
35.321479,128.260668
35.326851,128.245573
35.341636,128.192595
35.372139,128.108285
35.278028,128.211147
35.348317,128.291443
35.380832,128.316274
35.383221,128.385911
35.484383,128.377246
35.466758,128.324769
35.472593,128.266297
35.447732,128.248976
35.433566,128.313505
35.315586,128.256668
35.315236,128.255069
35.322139,128.243089
35.316854,128.247703
35.306158,128.256651
35.293348,128.293348
35.312986,128.253321
35.454258,128.349728
35.341205,128.275691
35.379428,128.324605
35.322027,128.257817
35.409899,128.333171
35.278446,128.212028
35.315738,128.261566
35.321816,128.261405
35.318176,128.266159
