위도,경도
36.05253,128.49809
36.05297,128.49767
36.06675,128.55372
36.05349,128.49954
36.05325,128.4988
36.06662,128.55151
36.06681,128.55241
36.06604,128.55067
36.06661,128.55584
36.06632,128.55768
36.00748,128.32619
36.00776,128.32741
36.06435,128.54745
36.00442,128.32556
36.00708,128.32604
36.00772,128.32731
36.00766,128.3253
36.00828,128.3256
36.00583,128.33694
35.99849,128.33617
36.00515,128.3366
35.99584,128.33677
36.00351,128.32075
36.00563,128.33929
36.00649,128.34189
36.00809,128.33792
36.09796,128.50578
36.09205,128.50852
36.09181,128.50839
36.1002,128.50484
35.96641,128.36301
35.96405,128.36305
35.96754,128.36582
35.965,128.36426
35.96431,128.36281
35.983,128.35468
35.98357,128.35318
35.98411,128.35336
35.98537,128.35339
35.98453,128.35112
35.98357,128.35084
35.9844,128.35085
35.98441,128.3499
35.98543,128.34342
35.98732,128.3496
35.98595,128.34409
35.98425,128.34295
35.98435,128.34235
35.98398,128.34246
35.98271,128.34087
35.98501,128.5497
35.98513,128.54944
35.98586,128.54824
35.98546,128.54947
35.98508,128.54865
35.9854,128.54709
35.98595,128.54644
35.98628,128.54664
35.98815,128.54677
35.98646,128.54643
35.98639,128.54809
35.98653,128.54838
35.98644,128.54901
35.98646,128.54853
35.98769,128.54834
35.98776,128.54837
35.98774,128.54989
35.98658,128.55051
35.98464,128.55144
35.9869,128.55001
35.9891,128.56543
35.98836,128.56443
35.98816,128.55845
35.9886,128.56438
35.98862,128.56503
35.98396,128.5531
35.98873,128.56175
35.98884,128.56214
35.98545,128.55311
35.98719,128.55396
35.98837,128.55389
35.98932,128.5542
35.98994,128.55274
35.98971,128.55353
35.98984,128.55324
35.98648,128.55248
36.07108,128.34452
36.07143,128.34422
36.07133,128.3438
36.07343,128.34143
36.07368,128.34171
36.07395,128.34131
36.07427,128.3409
36.07489,128.34105
36.0739,128.33977
36.07398,128.33942
36.07426,128.3395
36.07459,128.33977
36.07381,128.3402
36.07482,128.34002
36.07376,128.34077
36.05004,128.33973
36.07336,128.34134
36.04989,128.3368
36.07325,128.3432
36.03706,128.36098
36.03664,128.36095
36.03618,128.36071
36.03577,128.35914
36.0359,128.35876
36.03638,128.35837
36.03585,128.36007
36.03657,128.36026
36.03738,128.36034
36.03864,128.35933
36.0375,128.35907
36.03896,128.35975
36.03894,128.36041
36.03866,128.36041
36.03808,128.36041
36.0406,128.35862
36.0387,128.36143
36.08269,128.53899
36.08525,128.53896
35.99323,128.33779
35.98295,128.55029
35.99333,128.33691
35.99317,128.33633
36.01373,128.51232
35.98981,128.54488
35.98931,128.54343
35.99151,128.54449
35.98964,128.5441
35.9937,128.54206
35.99314,128.54073
35.9916,128.54383
35.99295,128.54107
35.993,128.54082
35.99447,128.54196
35.99391,128.54215
35.99407,128.54139
35.99295,128.58792
35.99395,128.58936
35.99512,128.59086
35.99882,128.59323
36.0116,128.61296
36.01191,128.6151
36.01207,128.6143
36.01066,128.614
36.00969,128.61276
36.01095,128.61285
36.00929,128.61227
36.00912,128.61151
36.00862,128.61018
36.00969,128.59441
36.00792,128.59431
36.00841,128.5943
36.06948,128.33484
36.07037,128.33413
36.03514,128.51712
36.03518,128.51756
36.03568,128.51839
36.03389,128.51771
36.03605,128.51545
36.03598,128.51455
36.09369,128.517
36.03554,128.51375
36.09677,128.51996
36.09542,128.51984
36.0947,128.51944
36.09278,128.5171
36.09275,128.51733
36.00461,128.59322
36.01029,128.59498
36.00686,128.59262
36.00693,128.59237
36.00482,128.59614
36.00913,128.59136
36.00352,128.59564
36.00942,128.59081
36.01111,128.58776
36.00359,128.5962
36.00318,128.59749
36.0031,128.59625
36.00271,128.59485
36.00347,128.59645
36.00284,128.59505
36.00189,128.5964
36.00038,128.59804
36.0023,128.59929
36.00211,128.59849
36.00202,128.59537
36.0022,128.59987
36.00209,128.59908
36.00042,128.59639
36.00308,128.60002
35.98486,128.55537
36.05612,128.34745
36.0708,128.34119
36.10492,128.50933
36.05751,128.3548
36.06914,128.34862
36.06907,128.34976
35.95991,128.3982
35.97062,128.55203
36.00446,128.60014
36.00373,128.51796
36.01124,128.58798
36.00489,128.5148
36.00708,128.51386
36.07147,128.33921
36.05498,128.32188
36.05526,128.3223
36.0554,128.32192
36.05589,128.32284
36.05584,128.32382
36.05492,128.32087
36.05561,128.32088
36.05657,128.32059
36.06065,128.32217
36.05701,128.3253
36.05856,128.32665
36.05197,128.33131
36.05975,128.32382
36.05849,128.3297
36.06045,128.32592
36.05897,128.32635
36.06254,128.32871
36.06329,128.32906
36.05464,128.32893
36.05498,128.32996
36.03432,128.36189
36.03446,128.36148
36.03529,128.36238
36.03479,128.36312
36.03346,128.36282
36.0333,128.36296
36.03284,128.36432
36.03492,128.36261
36.03307,128.36386
36.03524,128.36255
36.03223,128.36369
36.09804,128.4833
36.10093,128.48497
36.09757,128.48263
36.09827,128.48422
36.0984,128.48551
36.09705,128.48566
36.09777,128.4854
36.09419,128.4843
36.09434,128.48877
36.09531,128.48513
36.09415,128.48384
35.99411,128.32027
35.99441,128.31968
36.09306,128.48348
36.09339,128.48363
35.99488,128.31986
35.99804,128.32215
35.99511,128.32006
35.99691,128.32168
35.99739,128.32251
35.99279,128.33723
35.99784,128.32186
35.99793,128.32089
35.99771,128.32051
35.99874,128.32083
36.03212,128.36354
36.0318,128.36298
36.03139,128.36294
36.03137,128.36224
36.03125,128.36157
36.03119,128.3605
36.03187,128.36461
36.03229,128.36524
36.03257,128.36556
36.03239,128.36493
36.03209,128.36426
36.03285,128.36495
36.03277,128.36564
36.09032,128.51059
36.08899,128.51043
36.10389,128.50918
36.10295,128.50927
36.10368,128.50977
36.10473,128.50916
36.10448,128.50901
36.1042,128.51003
35.96671,128.36189
35.96474,128.36185
35.9636,128.3617
35.96265,128.36214
35.96329,128.36171
35.96243,128.36163
35.96258,128.36343
35.9632,128.3628
35.96372,128.36263
35.96356,128.36313
35.96394,128.36406
35.9648,128.36472
35.96576,128.36468
35.96785,128.36526
35.98322,128.55203
35.98345,128.5521
35.98378,128.55217
35.98364,128.55169
35.98295,128.5516
35.98387,128.55146
35.98392,128.55179
36.10768,128.51543
36.10764,128.51435
36.10736,128.51612
36.10791,128.51061
36.10861,128.50853
36.10909,128.50575
36.10879,128.50706
36.10957,128.50528
36.10939,128.50456
36.11039,128.50289
36.11066,128.50135
36.11013,128.50067
36.10875,128.49999
36.11043,128.50062
35.97237,128.37187
35.97216,128.37195
35.96758,128.37191
35.96871,128.37182
35.96776,128.37282
35.97517,128.37668
35.97358,128.36849
35.97236,128.36672
35.98393,128.55217
35.98391,128.5526
35.98385,128.55288
35.98431,128.55304
35.9831,128.55038
35.98287,128.55011
35.98402,128.55042
35.98356,128.55025
35.98373,128.5505
35.98342,128.54933
35.98341,128.54901
35.98307,128.54967
35.98469,128.54586
35.98391,128.54758
35.98406,128.54879
35.98393,128.54928
35.98387,128.55006
35.98404,128.54973
35.98437,128.55078
36.00983,128.51338
35.98468,128.5506
36.00972,128.51332
36.01039,128.51362
36.01133,128.51333
36.0094,128.51369
36.0335,128.3655
36.03307,128.36478
36.03367,128.36489
36.03324,128.36415
36.03382,128.36418
36.0335,128.36405
36.03402,128.36507
36.03462,128.36478
36.03467,128.36453
36.03414,128.36418
36.03526,128.36341
36.03522,128.36371
36.03507,128.36433
36.03547,128.36325
36.03612,128.36365
36.0364,128.36343
36.03708,128.36317
36.03671,128.36272
36.03624,128.36232
36.03654,128.36227
36.00819,128.51216
36.00921,128.51161
36.0097,128.51045
36.0097,128.50858
36.00972,128.50843
36.00903,128.50936
36.00845,128.51012
35.99352,128.53972
36.00854,128.51197
36.00736,128.51323
35.98495,128.5544
35.98395,128.55532
35.98367,128.5553
35.98643,128.55592
35.985,128.55851
35.98643,128.55513
35.98291,128.55689
35.98673,128.56045
36.05741,128.34871
35.98673,128.56217
36.06187,128.3585
36.05717,128.3511
36.05697,128.35187
36.05422,128.34917
36.06147,128.34662
36.0561,128.35024
36.05614,128.36637
36.05642,128.37011
36.05643,128.3695
36.05633,128.37032
36.06555,128.35512
36.05696,128.36995
36.05628,128.37134
36.05568,128.37077
36.05338,128.37325
36.05263,128.37265
36.05287,128.37205
36.06759,128.3501
36.06809,128.35033
36.06946,128.34982
36.06883,128.35051
36.06857,128.35085
36.06814,128.35053
36.06858,128.35062
36.09286,128.4941
36.09285,128.4932
36.09417,128.49413
36.09429,128.49404
36.09378,128.49414
36.0947,128.49403
36.09928,128.48945
36.09993,128.48909
36.06775,128.34944
36.10056,128.48918
36.10107,128.49702
36.09926,128.48812
36.09868,128.4876
36.09862,128.50191
36.09558,128.50287
36.09495,128.50208
36.09489,128.50298
36.09448,128.50304
36.09425,128.50275
36.09339,128.50226
36.09308,128.50122
36.09037,128.5023
36.09379,128.49952
36.09368,128.50078
36.09414,128.50042
36.09469,128.50083
36.10088,128.50371
36.09455,128.4996
36.09525,128.49843
36.09505,128.49907
36.09864,128.49688
36.09578,128.49851
36.09506,128.50022
36.09712,128.49772
36.09919,128.49699
36.09771,128.49752
36.10335,128.49354
36.1047,128.49208
36.10213,128.49397
36.104,128.49121
36.10432,128.49114
36.10434,128.49216
36.10528,128.49076
36.10425,128.49047
36.10576,128.49049
36.10791,128.495
36.1066,128.4902
36.10723,128.49168
36.03656,128.62043
36.03628,128.61879
36.0863,128.53924
36.03645,128.61699
36.08613,128.539
36.08657,128.53873
36.0774,128.53943
36.07892,128.53928
36.07835,128.53934
36.07952,128.53921
35.96016,128.39853
36.09562,128.49699
36.09268,128.49534
36.05824,128.53186
36.05917,128.52985
36.05974,128.52915
36.06062,128.52733
36.0551,128.53518
36.04781,128.52145
36.04758,128.52105
36.04503,128.52472
36.04699,128.52046
36.04476,128.52396
36.04483,128.52352
36.0447,128.52284
36.04422,128.52268
36.04408,128.52211
36.04388,128.52138
36.04334,128.52133
36.04249,128.52081
36.04226,128.51877
36.04236,128.51892
36.04184,128.52025
36.04228,128.52036
35.9757,128.36784
36.04262,128.51761
36.04236,128.51797
36.04112,128.51676
36.04148,128.52052
36.04106,128.52087
35.97664,128.36668
35.97491,128.36772
35.97445,128.36799
35.97508,128.36803
35.97623,128.36705
35.97573,128.36816
35.97576,128.36669
35.97658,128.36734
35.97558,128.36671
35.9765,128.36667
35.9748,128.364
35.97465,128.36462
35.97404,128.36702
35.97356,128.36495
35.97445,128.36402
35.9753,128.36336
35.97798,128.36271
35.979,128.36209
35.97948,128.36075
35.97663,128.36285
35.9792,128.36003
35.97844,128.35921
35.97774,128.35774
35.97547,128.35662
35.97843,128.35848
35.97119,128.55349
35.97445,128.35203
35.97026,128.55241
35.97173,128.55318
35.9704,128.55235
35.97211,128.55357
35.97188,128.55362
35.97085,128.5539
35.97075,128.55373
35.9722,128.55195
35.9724,128.55115
35.97344,128.55057
35.97425,128.55196
35.97487,128.55104
36.01966,128.5758
35.97372,128.54879
36.0193,128.57678
35.96472,128.55001
35.96493,128.55
35.96277,128.55246
35.97172,128.55569
35.97281,128.54898
36.00832,128.54444
36.01029,128.54357
35.98861,128.55421
36.02511,128.5289
35.99424,128.55754
36.05685,128.30651
36.05513,128.30922
36.06777,128.34432
36.05721,128.3113
36.0691,128.34429
36.06715,128.34678
36.0695,128.34814
36.06057,128.31613
36.06735,128.31263
36.06853,128.31648
36.05066,128.37267
36.05346,128.34367
36.06669,128.34741
36.05393,128.3378
36.05716,128.37755
36.0862,128.49032
36.06061,128.38207
36.06214,128.35294
36.03826,128.51732
35.96508,128.34875
35.97205,128.54979
35.96947,128.55593
36.00405,128.5537
36.01055,128.58101
36.07756,128.32194
36.0671,128.29674
36.05943,128.30265
35.9994,128.45573
35.9908,128.4427
36.00653,128.43481
35.99547,128.44648
36.00323,128.43194
36.01693,128.48801
36.00304,128.41109
36.0184,128.48805
35.99377,128.39751
35.96678,128.46987
36.04867,128.3581
35.97026,128.46925
35.96726,128.55547
35.99225,128.39795
35.96419,128.55354
35.96783,128.55517
35.9679,128.55558
36.00066,128.60989
36.00065,128.61088
36.00087,128.61025
35.97899,128.54372
35.97866,128.54337
35.9784,128.54398
35.97193,128.55046
35.9716,128.55077
35.97104,128.55107
35.97149,128.54924
36.00879,128.54088
36.01063,128.5437
36.01119,128.53579
36.01137,128.53569
35.97317,128.54927
36.01144,128.54344
36.01551,128.54044
36.01653,128.53889
36.01693,128.53903
36.01722,128.53839
36.00086,128.61098
36.01487,128.54989
36.0223,128.53542
36.00115,128.61122
36.0014,128.61104
35.98627,128.55347
35.9875,128.55441
35.98757,128.55427
35.98808,128.55366
35.98937,128.55419
35.98879,128.55505
35.99212,128.55865
35.99271,128.55969
35.99321,128.55994
36.02359,128.53057
35.99018,128.55456
36.0238,128.53113
36.02578,128.52959
36.02611,128.53025
36.02575,128.52794
36.02356,128.55073
36.02438,128.55185
36.02483,128.55363
36.02464,128.55273
36.02533,128.55457
36.02574,128.55436
36.06003,128.30502
36.06023,128.30299
36.05708,128.31
36.05766,128.30917
36.0695,128.34123
36.06742,128.34201
36.06779,128.34198
36.06853,128.34173
36.06793,128.34221
36.06849,128.34226
36.06936,128.34207
36.06897,128.34142
36.06852,128.34306
36.07025,128.34431
36.06957,128.34791
36.05826,128.31003
36.05901,128.31567
36.06888,128.34759
36.05799,128.3089
36.06151,128.31636
36.06679,128.31505
36.06655,128.31585
36.06671,128.3154
36.06689,128.31608
36.06765,128.31618
36.0679,128.31556
36.05187,128.37166
36.0492,128.37273
36.05776,128.37456
36.05884,128.37443
36.05819,128.37359
36.0577,128.37423
36.05863,128.37367
36.0509,128.34123
36.05846,128.37493
36.05259,128.34016
36.06692,128.3502
36.06704,128.35046
