x,y
37.37451028,127.9513821
37.36418624,127.964013
37.39995703,127.9428807
37.39637529,127.9552666
37.36332765,127.9551776
37.39273923,127.7885603
37.34898562,128.0012622
37.34942267,128.0009886
37.34324976,128.0103917
37.34275673,128.0106249
37.34534733,127.9762649
37.34574126,128.01431
37.34588458,128.0146703
37.34299414,128.0073498
37.35764197,127.9993906
37.33504717,127.9994071
37.33546436,127.9993506
37.33750066,127.9830805
37.33966459,127.974864
37.33982928,127.97456
37.34024255,127.973609
37.34169157,127.9714738
37.33506902,127.9970844
37.3331735,127.9992271
37.34781318,127.9957956
37.33722222,127.9788889
37.33694444,127.9805556
37.33888889,127.9794444
37.35027778,128.0008333
37.3445776,128.0151564
37.34438174,128.0126964
37.339772,128.0085893
37.337,128.009
37.35,128.016
37.34895732,128.0030083
37.34253855,127.9975851
37.35138455,128.0147387
37.35280226,128.0040752
37.35089249,128.0021763
37.33649168,127.9982612
37.33571897,127.9937261
37.34342617,128.0023648
37.34257705,127.9870879
37.34328546,127.9918002
37.34588535,127.9949576
37.34613857,127.9943092
37.34541736,127.9940909
37.34545119,127.9935497
37.34499205,127.9927015
37.34539718,127.9930073
37.34502525,127.9933071
37.34472725,127.9933878
37.3443778,127.9936935
37.34379518,127.9941373
37.34437968,127.9913209
37.34434295,127.9919411
37.34342691,127.9918557
37.34484799,127.9886552
37.3431468,127.9841302
37.34580737,127.9740138
37.34569504,127.9745258
37.34537292,127.9769847
37.34886402,127.9889421
37.34873226,127.9912286
37.34921173,127.991802
37.34985001,127.9927781
37.351948,127.9945439
37.35093142,127.9948972
37.3502123,127.9957681
37.35775252,128.008656
37.35717672,128.0148787
37.35653813,128.0089558
37.35716317,128.0096188
37.35639683,128.0086209
37.35661649,128.008748
37.35634648,128.0081857
37.35666142,128.0077046
37.35660254,128.0072128
37.3561283,128.0062979
37.35474818,128.0054273
37.35727513,127.99962
37.35778346,127.9997057
37.35751915,128.0000634
37.3571173,128.0001709
37.35727157,128.0005737
37.3569715,128.000897
37.35637104,128.0015832
37.35615818,128.0017158
37.35579483,128.002597
37.3554074,128.0031279
