x,t
36.475071,128.272078
36.460388,128.284358
36.459799,128.266292
36.450801,128.308709
36.402738,128.318785
36.439956,128.322246
36.43895,128.322789
36.462573,128.25885
36.458685,128.263046
36.429064,128.314905
36.458358,128.267519
36.415946,128.309179
36.420006,128.255863
36.413439,128.269287
36.413959,128.269399
36.413643,128.268973
36.373507,128.195194
36.373207,128.196764
36.37306,128.198391
36.371674,128.202778
36.372527,128.199203
36.370768,128.205205
36.371318,128.205274
36.372193,128.204919
36.372661,128.205255
36.373221,128.20461
36.372978,128.204286
36.373123,128.203841
36.372759,128.205957
36.368063,128.210837
36.367298,128.210601
36.367322,128.212484
36.366906,128.212873
36.365685,128.210184
36.364813,128.209324
36.362514,128.207741
36.362055,128.208335
36.366258,128.210846
36.366161,128.216259
36.431774,128.2879
36.401152,128.24192
36.400308,128.240591
36.400614,128.245052
36.400874,128.245866
36.401452,128.245288
36.399485,128.246274
36.399268,128.246775
36.402956,128.250221
36.405552,128.249895
36.40592,128.250721
36.407175,128.249721
36.405589,128.249304
36.405527,128.248847
36.40524,128.248311
36.394743,128.247006
36.390395,128.244451
36.390478,128.243604
36.390908,128.243102
36.390109,128.24338
36.390886,128.242401
36.389243,128.243734
36.388678,128.242695
36.388462,128.242561
36.388163,128.24305
36.388065,128.242348
36.387659,128.242748
36.391932,128.246774
36.388445,128.24197
36.36935,128.226654
36.370458,128.22679
36.37064,128.225867
36.370819,128.226904
36.372205,128.232625
36.372385,128.232336
36.405759,128.318004
36.374108,128.212592
36.375174,128.211235
36.376499,128.210782
36.377673,128.209893
36.376624,128.211629
36.37009,128.216571
36.368928,128.22107
36.378383,128.239431
36.376045,128.245409
36.375195,128.247143
36.375095,128.247534
36.374724,128.248168
36.374481,128.248078
36.373796,128.247954
36.37393,128.248545
36.372841,128.247694
36.373698,128.247363
36.372039,128.247491
36.375426,128.24855
36.376479,128.249456
36.377048,128.248499
36.377467,128.251042
36.37474,128.248893
36.371678,128.248036
36.369588,128.247372
36.369932,128.246849
36.370311,128.246382
36.371175,128.247087
36.369988,128.246002
36.369536,128.246525
36.369038,128.247415
36.36953,128.245121
36.369321,128.245733
36.368781,128.24562
36.366349,128.217858
36.402356,128.235246
36.403274,128.235594
36.404174,128.236288
36.404686,128.23707
36.405081,128.237964
36.405548,128.238868
36.405034,128.238777
36.402857,128.236641
36.401723,128.235958
36.401334,128.236681
36.40222,128.235636
36.402499,128.235737
36.40285,128.236006
36.405122,128.239826
36.406056,128.241546
36.406803,128.242038
36.407954,128.243235
36.404562,128.240459
36.402947,128.241391
36.402165,128.240385
36.402274,128.239783
36.403052,128.238459
36.402637,128.238514
36.401935,128.238266
36.401647,128.237942
36.401305,128.237595
36.40164,128.237216
36.401178,128.238063
36.401096,128.238609
36.400735,128.239009
36.400384,128.238484
36.401176,128.239267
36.401699,128.23918
36.401538,128.238644
36.373108,128.231647
36.37288,128.233173
36.373269,128.232283
36.373709,128.233064
36.374025,128.232664
36.373843,128.233822
36.374643,128.23456
36.37521,128.235142
36.375713,128.23599
36.376442,128.236371
36.377605,128.236174
36.387619,128.240295
36.38804,128.236852
36.384628,128.226108
36.384864,128.22515
36.385126,128.224683
36.384359,128.225193
36.385154,128.223947
36.385569,128.22377
36.387058,128.222816
36.387437,128.222583
36.387358,128.22178
36.38829,128.219463
36.387525,128.223709
36.387513,128.226997
36.387701,128.227288
36.38767,128.228235
36.387881,128.229543
36.38787,128.229969
36.361051,128.235019
36.360664,128.235097
36.360295,128.235509
36.360511,128.234774
36.360125,128.235991
36.368856,128.245301
36.368973,128.244048
36.378795,128.236178
36.377902,128.236688
36.378711,128.237749
36.379395,128.237874
36.380108,128.237486
36.380479,128.236606
36.38117,128.238414
36.381557,128.238727
36.381962,128.238584
36.382243,128.237827
36.414613,128.221211
36.414404,128.221701
36.415359,128.221938
36.416186,128.223144
36.415698,128.223946
36.415417,128.224782
36.414806,128.223743
36.415186,128.223253
36.415564,128.223411
36.414796,128.224312
36.4144,128.224143
36.414327,128.224678
36.414545,128.22373
36.41414,128.223284
36.414745,128.22294
36.414375,128.222883
36.413817,128.22229
36.410203,128.227376
36.407086,128.236007
36.40634,128.234779
36.404558,128.233346
36.403114,128.234635
36.402555,128.234723
36.574342,128.182997
36.576398,128.182343
36.576624,128.181528
36.57721,128.181373
36.577794,128.182681
36.577749,128.182268
36.571257,128.184331
36.570402,128.183725
36.570827,128.183156
36.570818,128.182708
36.571106,128.183146
36.571295,128.183258
36.57107,128.181692
36.571747,128.182734
36.571838,128.182086
36.571811,128.181851
36.571577,128.181918
36.571144,128.181984
36.570351,128.181558
36.570766,128.181436
36.572271,128.181696
36.57264,128.181898
36.572488,128.181149
36.572389,128.180925
36.572444,128.180624
36.5722,128.180802
36.572472,128.180021
36.572787,128.180033
36.572923,128.179686
36.572545,128.179373
36.571994,128.180377
36.569784,128.181165
36.570478,128.181044
36.56937,128.181097
36.57185,128.179885
36.576256,128.155335
36.576535,128.155448
36.576544,128.155804
36.576238,128.154955
36.576069,128.153804
36.576145,128.157168
36.576595,128.157448
36.576542,128.156889
36.576471,128.15642
36.576813,128.156878
36.577182,128.156902
36.575785,128.156854
36.576181,128.157592
36.57589,128.159067
36.549796,128.174628
36.549779,128.173913
36.54977,128.173467
36.549568,128.170048
36.549326,128.169255
36.548732,128.168427
36.547416,128.168524
36.547507,128.168357
36.546875,128.169137
36.546659,128.169014
36.550384,128.179343
36.550286,128.178226
36.547466,128.178007
36.547601,128.177863
36.546482,128.178519
36.546158,128.178563
36.545401,128.17874
36.545409,128.178986
36.544986,128.178996
36.544517,128.179285
36.544284,128.178469
36.557738,128.206596
36.558135,128.206452
36.558145,128.206083
36.55775,128.205155
36.557696,128.204908
36.55758,128.204518
36.557409,128.204182
36.556957,128.204929
36.556515,128.204995
36.557245,128.205433
36.556821,128.20561
36.555902,128.205496
36.555469,128.205473
36.554936,128.205974
36.553962,128.206731
36.553368,128.205892
36.552755,128.206136
36.553946,128.205726
36.554271,128.205347
36.554614,128.205046
36.555317,128.204914
36.555697,128.203932
36.555319,128.203406
36.555231,128.202646
36.555314,128.201562
36.554951,128.202857
36.554104,128.202788
36.554989,128.201897
36.555188,128.201261
36.553544,128.203323
36.553255,128.204048
36.552749,128.204348
36.552973,128.205276
36.559724,128.210062
36.560065,128.210691
36.571824,128.179539
36.571797,128.179237
36.572292,128.179428
36.571626,128.178745
36.571708,128.178544
36.571131,128.178386
36.570852,128.178665
36.5717,128.17803
36.57188,128.177818
36.57197,128.178332
36.572168,128.177964
36.573178,128.178056
36.570401,128.17872
36.570878,128.179045
36.570517,128.179446
36.571507,128.180018
36.571291,128.179806
36.571346,128.179415
36.570804,128.18033
36.57065,128.18091
36.569695,128.180461
36.570065,128.180473
36.570407,128.180429
36.570605,128.180664
36.570012,128.179746
36.569472,128.179319
36.569825,128.17826
36.569959,128.178652
36.566362,128.173694
36.566867,128.173639
36.566295,128.173128
36.566518,128.171884
36.567337,128.172545
36.566924,128.171349
36.567302,128.17192
36.544076,128.178837
36.544995,128.178482
36.543722,128.180275
36.542912,128.179427
36.542499,128.178778
36.568858,128.179878
36.568669,128.179777
36.568722,128.180558
36.568325,128.180502
36.568136,128.180413
36.567758,128.180243
36.567524,128.180076
36.566974,128.180097
36.566721,128.180733
36.566459,128.181247
36.566359,128.181492
36.566152,128.181603
36.566107,128.181413
36.566189,128.181023
36.565413,128.181501
36.565115,128.182048
36.565131,128.182808
36.565455,128.183099
36.566591,128.183191
36.567879,128.183373
36.568465,128.183296
36.568763,128.183096
36.569042,128.183219
36.569492,128.1836
36.569457,128.183231
36.56916,128.18275
36.56898,128.182616
36.56899,128.182202
36.568928,128.181398
36.568666,128.181811
36.560622,128.211608
36.5612,128.211375
36.559135,128.21185
36.55882,128.211603
36.558412,128.213032
36.557996,128.213545
36.556605,128.21515
36.55611,128.215204
36.5359,128.212512
36.513687,128.234926
36.513453,128.234847
36.513317,128.235248
36.51265,128.235481
36.5122,128.235044
36.511768,128.234808
36.513472,128.234255
36.513941,128.2343
36.514888,128.233891
36.516157,128.234554
36.517469,128.236713
36.518695,128.241183
36.521147,128.244998
36.520471,128.245096
36.519662,128.244245
36.519031,128.244254
36.518724,128.244365
36.517985,128.244262
36.518443,128.24509
36.518929,128.245315
36.519161,128.246655
36.526074,128.24642
36.527273,128.246234
36.527154,128.247306
36.526657,128.247528
36.526422,128.248141
36.567456,128.171417
36.567518,128.171875
36.567879,128.171586
36.568176,128.171866
36.5676,128.171127
36.567745,128.170692
36.568177,128.171072
36.567908,128.170145
36.56744,128.170009
36.566413,128.169784
36.565183,128.172205
36.564184,128.171443
36.564866,128.173646
36.564424,128.173701
36.563784,128.173856
36.563514,128.173363
36.562955,128.173887
36.562785,128.172982
36.562559,128.173417
36.56245,128.173931
36.56172,128.174141
36.56299,128.174535
36.56244,128.174925
36.562998,128.175228
36.56215,128.175807
36.562519,128.176165
36.562781,128.175975
36.56297,128.175875
36.563014,128.176222
36.563185,128.17648
36.563067,128.177206
36.56276,128.177462
36.562436,128.177215
36.562057,128.177583
36.562885,128.178166
36.56862,128.181967
36.567999,128.18144
36.568207,128.180983
36.56855,128.181162
36.56764,128.180613
36.567495,128.18116
36.56746,128.180903
36.567279,128.180969
36.566963,128.181237
36.566837,128.18156
36.56708,128.181583
36.567232,128.182209
36.567449,128.181942
36.567701,128.182054
36.567926,128.182535
36.56415,128.182191
36.563852,128.182335
36.563426,128.184021
36.563335,128.18497
36.564987,128.18302
36.564885,128.18503
36.564883,128.185779
36.565387,128.186652
36.565198,128.186517
36.560336,128.177211
36.558968,128.176213
36.556842,128.175471
36.556771,128.174555
36.556376,128.174018
36.557429,128.174489
36.557192,128.176756
36.553566,128.178602
36.562906,128.170089
36.559081,128.166371
36.526682,128.248689
36.577512,128.172635
36.5779,128.171731
36.578009,128.171295
36.582276,128.174669
36.580813,128.176654
36.583609,128.175018
36.583393,128.175062
36.583195,128.175185
36.582869,128.17601
36.582949,128.176458
36.582004,128.176109
36.582925,128.174949
36.58269,128.174826
36.583304,128.174403
36.582961,128.174558
36.583133,128.173944
36.583386,128.173967
36.582899,128.174111
36.581154,128.171727
36.581992,128.171427
36.582732,128.170859
36.58321,128.170715
36.583102,128.170379
36.583031,128.170122
36.583607,128.170537
36.58375,128.171297
36.585525,128.171513
36.586237,128.171459
36.586139,128.170922
36.586571,128.171136
36.586696,128.171907
36.583019,128.16601
36.581044,128.166698
36.581116,128.166933
36.562857,128.179093
36.563283,128.177697
36.563354,128.17791
36.5633,128.17848
36.563903,128.178906
36.563734,128.177531
36.564094,128.177364
36.563364,128.177273
36.563545,128.176972
36.56405,128.176862
36.563492,128.176614
36.564482,128.17741
36.564634,128.177734
36.564977,128.177836
36.565256,128.178082
36.565058,128.17749
36.564978,128.177042
36.565213,128.176674
36.56451,128.176695
36.56451,128.176282
36.564376,128.175946
36.564916,128.17616
36.564917,128.175847
36.564918,128.175266
36.564504,128.174695
36.56399,128.175063
36.564332,128.175276
36.56372,128.17447
36.564693,128.174495
36.565018,128.174071
36.565566,128.175558
36.565581,128.177468
36.566148,128.177883
36.565959,128.177994
36.56539,128.17854
36.564944,128.187097
36.565269,128.187076
36.565133,128.187578
36.565502,128.187937
36.565683,128.187211
36.566233,128.187346
36.566252,128.186799
36.56663,128.187213
36.566865,128.186577
36.567216,128.186678
36.567622,128.186311
36.567533,128.185808
36.567838,128.186479
36.568605,128.186201
36.569389,128.185901
36.566902,128.186219
36.56655,128.186375
36.565846,128.186664
36.565289,128.185746
36.564349,128.187263
36.564015,128.187777
36.564303,128.188022
36.56598,128.187737
36.56314,128.188489
36.563096,128.187439
36.563261,128.185641
36.561505,128.190932
36.562082,128.190866
36.562487,128.19099
36.562946,128.191103
36.561215,128.19149
36.5607,128.192237
36.560285,128.19294
36.55715,128.197445
36.542883,128.181001
36.581576,128.166364
36.579054,128.183489
36.579397,128.18368
36.579251,128.184439
36.579603,128.184059
36.567497,128.179897
36.56719,128.180511
36.574223,128.195221
36.573817,128.195788
36.575734,128.19737
36.576013,128.197359
36.573686,128.198437
36.574578,128.198473
36.572034,128.199829
36.572477,128.199417
36.572125,128.199294
36.571495,128.199158
36.570945,128.199413
36.570767,128.197949
36.571831,128.197483
36.546557,128.164501
36.561322,128.169069
36.560989,128.16861
36.561475,128.168734
36.575709,128.152831
36.591523,128.155154
36.59219,128.15511
36.592579,128.154128
36.592976,128.15367
36.593102,128.153659
36.525502,128.216012
36.525475,128.216079
36.525196,128.216067
36.523705,128.213093
36.523923,128.212312
36.564805,128.178405
36.564039,128.177956
36.565173,128.17902
36.564984,128.179322
36.564956,128.179556
36.565706,128.178586
36.565696,128.178832
36.565714,128.179055
36.566093,128.178978
36.566624,128.179437
36.567048,128.179014
36.566885,128.179415
36.567111,128.179248
36.567236,128.179472
36.567155,128.179952
36.56784,128.179596
36.567507,128.17954
36.567588,128.179238
36.56749,128.178701
36.567761,128.178512
36.568004,128.178334
36.568275,128.178134
36.568086,128.177821
36.567779,128.177965
36.56861,128.177218
36.568835,128.177074
36.566833,128.178052
36.567131,128.177718
36.566825,128.177583
36.566717,128.177236
36.567114,128.176969
36.569433,128.175075
36.569252,128.175376
36.568846,128.175901
36.542783,128.181359
36.542483,128.182831
36.542052,128.182239
36.542203,128.183189
36.54179,128.182685
36.541475,128.182404
36.541421,128.182126
36.541402,128.183064
36.541797,128.183623
36.541365,128.183688
36.555433,128.177735
36.541508,128.184248
36.540977,128.183778
36.540671,128.183554
36.540984,128.184984
36.540678,128.184637
36.540499,128.184212
36.540469,128.18591
36.539342,128.186332
36.53909,128.186041
36.538748,128.18585
36.541738,128.192804
36.54215,128.194246
36.542365,128.195062
36.542932,128.195622
36.541249,128.19373
36.541016,128.193405
36.540223,128.192912
36.540547,128.193103
36.539917,128.192777
36.539747,128.192319
36.540043,128.193046
36.540411,128.193661
36.540555,128.194208
36.538342,128.196928
36.52441,128.212034
36.527509,128.231863
36.528296,128.230582
36.529563,128.245829
36.528489,128.246294
36.526831,128.24659
36.526317,128.246678
36.526037,128.246766
36.525568,128.246854
36.525036,128.247109
36.524721,128.246863
36.53844,128.213066
36.593553,128.153649
36.593509,128.152878
36.593599,128.152845
36.593362,128.154308
36.593128,128.15452
36.592883,128.155703
36.593424,128.155594
36.592908,128.170077
36.593459,128.169732
36.59334,128.170558
36.588017,128.174279
36.587972,128.174816
36.588287,128.174984
36.588386,128.175196
36.587799,128.175475
36.588187,128.175565
36.587573,128.176368
36.587851,128.177017
36.588444,128.17846
36.578523,128.183353
36.578837,128.183891
36.578828,128.184203
36.578791,128.184505
36.56853,128.176201
36.568225,128.175084
36.567818,128.176591
36.567457,128.176311
36.567251,128.17564
36.567306,128.175204
36.567061,128.175975
36.566548,128.175828
36.566862,128.176756
36.56698,128.176354
36.566351,128.175068
36.566324,128.174588
36.561187,128.174844
36.561228,128.177592
36.561886,128.177605
36.561905,128.177125
36.562245,128.178477
36.562505,128.179148
36.562748,128.179752
36.563386,128.18115
36.567656,128.175965
36.569396,128.175645
36.570171,128.175568
36.570622,128.175681
36.570504,128.176273
36.571171,128.176152
36.571576,128.176555
36.569492,128.177701
36.569151,128.17684
36.569224,128.176427
36.569719,128.17645
36.569513,128.175802
36.569775,128.175646
36.568726,128.177867
36.568842,128.178269
36.537297,128.196733
36.539909,128.192487
36.536783,128.196768
36.536379,128.195817
36.536578,128.195271
36.536381,128.194834
36.536319,128.194187
36.536539,128.197549
36.537188,128.197227
36.537205,128.197874
36.537682,128.198311
36.538159,128.198927
36.537275,128.199326
36.536477,128.202116
36.532293,128.203244
36.532789,128.202978
36.533169,128.202543
36.534962,128.202414
36.520613,128.192394
36.519836,128.193665
36.519402,128.194401
36.519925,128.194625
36.518682,128.193707
36.519081,128.19268
36.519125,128.192882
36.519622,128.192258
36.519983,128.191901
36.523471,128.192133
36.523629,128.188705
36.523856,128.188092
36.524479,128.187256
36.524984,128.186799
36.536833,128.20998
36.53674,128.211208
36.534537,128.21367
36.533391,128.214649
36.579242,128.184674
36.579061,128.184975
36.578303,128.185778
36.57498,128.184284
36.560656,128.167972
36.518985,128.244689
36.522866,128.246243
36.52582,128.247369
36.525593,128.215979
36.524556,128.215987
36.520086,128.21085
36.524248,128.212078
36.53238,128.215093
36.519239,128.195249
36.518977,128.19565
36.519402,128.194803
36.518846,128.192635
36.537229,128.209835
36.537529,128.19821
36.536278,128.197135
36.535873,128.196866
36.536607,128.188536
36.540605,128.18524
36.547771,128.178343
36.54852,128.178323
36.552808,128.17917
36.552617,128.180488
36.552336,128.181772
36.552072,128.182967
36.551809,128.184195
36.562595,128.211927
36.557873,128.201457
36.554279,128.215623
36.552153,128.205296
36.568563,128.178436
