위도,경도
36.9889,127.5171
36.9886,127.5167
36.9892,127.5166
36.9899,127.5166
36.9897,127.5170
36.9902,127.5167
36.9908,127.5225
36.9861,127.5287
36.9860,127.5296
36.9853,127.5290
36.9853,127.5318
36.9849,127.5291
36.9842,127.5297
36.9834,127.5295
37.0506,127.5412
37.0503,127.5419
37.0494,127.5426
37.0498,127.5417
37.0500,127.5409
37.0503,127.5404
37.0502,127.5399
37.0501,127.5401
37.0500,127.5404
37.0497,127.5410
37.0495,127.5414
37.0481,127.5413
37.0472,127.5414
36.9934,127.5907
36.9936,127.5908
37.0464,127.5486
37.0440,127.5537
37.0434,127.5530
37.0432,127.5527
37.0428,127.5525
37.0420,127.5520
37.0426,127.5534
37.0430,127.5531
37.0408,127.5604
37.0374,127.5429
37.0365,127.5429
37.0354,127.5427
37.0350,127.5427
37.0344,127.5424
37.0338,127.5424
37.0336,127.5423
37.0334,127.5430
37.0335,127.5434
37.0341,127.5441
37.0341,127.5445
37.0343,127.5459
37.0339,127.5455
37.0332,127.5450
37.0331,127.5442
37.0331,127.5438
37.0360,127.5514
37.0339,127.5563
37.0057,127.5835
37.0059,127.5838
37.0059,127.5841
37.0064,127.5831
37.0082,127.5729
37.0070,127.5832
37.0070,127.5827
37.0070,127.5821
37.0066,127.5824
37.0060,127.5825
37.0058,127.5829
37.0076,127.5824
37.0080,127.5823
37.0084,127.5819
37.0087,127.5818
37.0096,127.5814
37.0232,127.5403
37.0226,127.5402
37.0221,127.5400
37.0225,127.5397
37.0229,127.5396
37.0222,127.5396
37.0224,127.5394
37.0225,127.5386
37.0218,127.5392
37.0213,127.5396
37.0211,127.5394
37.0218,127.5399
37.0221,127.5409
37.0224,127.5410
37.0228,127.5415
37.0229,127.5421
37.0225,127.5415
37.0219,127.5417
37.0186,127.5467
37.0193,127.5480
37.0195,127.5492
37.0203,127.5499
37.0201,127.5518
37.0207,127.5520
37.0221,127.5522
37.0224,127.5513
37.0224,127.5507
37.0229,127.5509
37.0228,127.5496
37.0225,127.5522
37.0227,127.5527
37.0230,127.5535
37.0228,127.5523
37.0230,127.5524
37.0231,127.5520
37.0235,127.5525
37.0239,127.5527
37.0164,127.5471
37.0161,127.5452
37.0159,127.5438
37.0162,127.5474
37.0160,127.5472
37.0150,127.5478
37.0150,127.5483
37.0147,127.5485
37.0150,127.5480
37.0155,127.5480
37.0158,127.5486
37.0159,127.5489
37.0155,127.5492
37.0166,127.5492
37.0174,127.5495
37.0177,127.5490
37.0173,127.5501
37.0173,127.5506
37.0170,127.5510
37.0162,127.5512
37.0171,127.5516
37.0173,127.5516
37.0145,127.5475
37.0140,127.5476
37.0139,127.5471
37.0130,127.5471
37.0127,127.5482
37.0125,127.5487
37.0114,127.5461
37.0109,127.5456
37.0110,127.5452
37.0105,127.5451
37.0095,127.5435
37.0105,127.5614
37.0072,127.5421
37.0108,127.5437
37.0100,127.5428
37.0105,127.5430
37.0106,127.5428
37.0106,127.5424
37.0109,127.5421
37.0123,127.5415
37.0098,127.5405
37.0104,127.5399
37.0108,127.5394
37.0103,127.5391
37.0106,127.5387
37.0102,127.5386
37.0100,127.5393
37.0098,127.5382
37.0093,127.5381
37.0088,127.5383
37.0085,127.5386
37.0090,127.5394
37.0096,127.5397
37.0094,127.5405
37.0092,127.5406
37.0086,127.5409
37.0079,127.5408
36.9979,127.5550
36.9996,127.5536
37.0062,127.5416
37.0048,127.5437
37.0050,127.5514
37.0054,127.5514
37.0061,127.5515
37.0070,127.5510
37.0065,127.5520
37.0070,127.5524
37.0069,127.5527
37.0075,127.5544
37.0097,127.5553
36.9947,127.5374
37.0079,127.5520
37.0082,127.5516
37.0081,127.5525
37.0080,127.5529
37.0080,127.5534
37.0082,127.5532
37.0084,127.5531
37.0030,127.5478
37.0028,127.5468
37.0015,127.5459
37.0009,127.5470
37.0007,127.5482
37.0020,127.5456
37.0023,127.5451
37.0025,127.5456
37.0031,127.5455
37.0013,127.5455
37.0015,127.5451
37.0012,127.5450
37.0010,127.5446
37.0008,127.5438
37.0015,127.5445
37.0013,127.5433
37.0028,127.5432
37.0022,127.5432
37.0019,127.5430
37.0016,127.5427
37.0019,127.5422
37.0027,127.5416
37.0033,127.5410
37.0013,127.5427
37.0003,127.5424
37.0006,127.5422
37.0009,127.5424
37.0009,127.5420
37.0013,127.5418
37.0007,127.5414
37.0004,127.5415
37.0004,127.5419
37.0001,127.5418
36.9958,127.5378
36.9958,127.5372
36.9954,127.5380
36.9948,127.5382
36.9969,127.5534
36.9961,127.5542
36.9970,127.5541
36.9971,127.5547
36.9965,127.5565
36.9968,127.5567
36.9973,127.5568
36.9967,127.5575
36.9959,127.5582
36.9955,127.5576
36.9956,127.5559
36.9951,127.5554
36.9962,127.5594
36.9966,127.5617
36.9963,127.5623
36.9943,127.5433
36.9889,127.5415
36.9886,127.5415
36.9887,127.5414
36.9888,127.5406
36.9893,127.5404
36.9880,127.5413
36.9870,127.5415
36.9866,127.5419
36.9884,127.5423
36.9887,127.5427
36.9892,127.5428
36.9894,127.5427
36.9887,127.5432
36.9889,127.5430
36.9890,127.5440
36.9870,127.5505
36.9877,127.5507
36.9883,127.5507
36.9850,127.5532
36.9834,127.5560
36.9836,127.5560
36.9851,127.5559
36.9854,127.5565
36.9858,127.5572
36.9860,127.5576
36.9864,127.5583
36.9864,127.5571
36.9848,127.5585
36.9845,127.5584
36.9837,127.5585
36.9842,127.5587
36.9845,127.5594
36.9837,127.5592
36.9831,127.5595
36.9829,127.5598
36.9829,127.5601
36.9831,127.5607
36.9836,127.5608
36.9843,127.5603
36.9804,127.5596
36.9806,127.5597
36.9804,127.5595
36.9802,127.5594
36.9801,127.5567
36.9787,127.5568
36.9787,127.5563
36.9794,127.5498
36.9802,127.5480
36.9802,127.5464
36.9815,127.5457
36.9812,127.5462
36.9812,127.5469
36.9820,127.5464
36.9812,127.5475
36.9818,127.5475
36.9825,127.5478
36.9810,127.5481
36.9813,127.5482
36.9807,127.5490
36.9812,127.5488
36.9820,127.5487
36.9811,127.5497
36.9815,127.5496
36.9820,127.5501
36.9826,127.5499
36.9706,127.5491
36.9708,127.5493
36.9707,127.5494
36.9706,127.5500
36.9715,127.5510
36.9701,127.5487
36.9699,127.5483
36.9691,127.5479
36.9690,127.5487
36.9690,127.5493
36.9682,127.5502
36.9667,127.5499
36.9660,127.5507
36.9655,127.5512
36.9669,127.5491
36.9669,127.5487
36.9666,127.5483
36.9664,127.5478
36.9660,127.5481
36.9656,127.5483
36.9643,127.5485
36.9647,127.5488
36.9643,127.5492
36.9677,127.5543
36.9675,127.5546
36.9674,127.5548
36.9611,127.5442
36.9619,127.5461
36.9623,127.5455
36.9626,127.5459
36.9623,127.5471
36.9612,127.5471
36.9604,127.5468
36.9602,127.5464
36.9600,127.5475
36.9593,127.5485
36.9589,127.5490
36.9585,127.5487
36.9583,127.5484
36.9579,127.5462
36.9581,127.5490
36.9577,127.5494
36.9573,127.5489
36.9572,127.5482
36.9579,127.5488
36.9589,127.5498
36.9589,127.5502
36.9587,127.5506
36.9589,127.5512
36.9579,127.5520
36.9555,127.5505
36.9647,127.5519
36.9611,127.5533
36.9610,127.5526
36.9607,127.5529
36.9596,127.5535
36.9622,127.5576
36.9623,127.5575
36.9632,127.5574
36.9628,127.5580
36.9626,127.5583
36.9628,127.5587
36.9631,127.5585
36.9630,127.5592
36.9635,127.5591
36.9641,127.5582
36.9642,127.5575
36.9647,127.5575
36.9645,127.5582
36.9627,127.5593
36.9623,127.5599
36.9623,127.5593
36.9624,127.5588
36.9621,127.5586
36.9645,127.5601
36.9654,127.5601
36.9670,127.5603
36.9665,127.5612
36.9680,127.5606
36.9695,127.5634
36.9745,127.5614
36.9746,127.5608
36.9743,127.5603
36.9743,127.5596
36.9747,127.5594
36.9750,127.5600
36.9746,127.5602
36.9753,127.5603
36.9758,127.5601
36.9513,127.5449
36.9502,127.5460
36.9502,127.5464
36.9501,127.5466
36.9503,127.5476
36.9503,127.5498
36.9502,127.5495
36.9500,127.5488
36.9508,127.5501
36.9514,127.5502
36.9509,127.5506
36.9515,127.5510
36.9514,127.5515
36.9500,127.5523
36.9490,127.5465
36.9482,127.5476
36.9482,127.5493
36.9466,127.5482
36.9461,127.5496
36.9464,127.5495
36.9466,127.5501
36.9464,127.5502
36.9461,127.5505
36.9459,127.5510
36.9449,127.5489
36.9479,127.5612
36.9561,127.5425
36.9543,127.5694
36.9543,127.5698
36.9546,127.5702
36.9541,127.5702
36.9544,127.5704
36.9548,127.5706
36.9547,127.5711
36.9550,127.5714
36.9553,127.5715
36.9533,127.5806
36.9530,127.5808
36.9529,127.5813
36.9571,127.5802
36.9567,127.5804
36.9564,127.5807
36.9561,127.5811
36.9551,127.5823
36.9549,127.5828
36.9557,127.5818
36.9558,127.5822
36.9567,127.5816
36.9547,127.5813
36.9727,127.5843
36.9725,127.5839
36.9721,127.5829
36.9722,127.5819
36.9725,127.5804
36.9728,127.5800
36.9730,127.5795
37.0103,127.6032
37.0100,127.6035
37.0100,127.6041
37.0100,127.6052
37.0101,127.6076
37.0101,127.6045
37.0094,127.6046
37.0091,127.6042
37.0094,127.6037
37.0098,127.6034
37.0088,127.6040
37.0098,127.6017
36.9994,127.5987
36.9994,127.5995
36.9993,127.6002
37.0084,127.5991
37.0085,127.5996
37.0088,127.6007
37.0092,127.6021
37.0099,127.6030
37.0083,127.5722
37.0083,127.5719
37.0085,127.5987
37.0005,127.5979
37.0004,127.5992
37.0009,127.5996
37.0010,127.5992
37.0008,127.6000
37.0006,127.6005
37.0006,127.6010
37.0010,127.6007
37.0018,127.6006
37.0017,127.6001
37.0018,127.5995
37.0017,127.5988
37.0017,127.5980
37.0013,127.5997
37.0013,127.6002
37.0014,127.6007
37.0062,127.6016
37.0062,127.6021
37.0064,127.6023
37.0063,127.6027
37.0068,127.6024
37.0070,127.6024
37.0068,127.6019
37.0066,127.6016
37.0073,127.6013
37.0076,127.6014
36.9985,127.5979
36.9984,127.5983
36.9984,127.5987
36.9982,127.6005
36.9982,127.6019
36.9987,127.6021
36.9975,127.6019
36.9982,127.6027
36.9979,127.6040
36.9983,127.6041
36.9983,127.6036
36.9985,127.6033
36.9984,127.6046
36.9986,127.6040
36.9989,127.6043
36.9991,127.6039
36.9996,127.6037
36.9980,127.6048
36.9987,127.6054
36.9971,127.6057
36.9969,127.6047
36.9961,127.6051
36.9964,127.6033
36.9962,127.6022
36.9962,127.6017
36.9957,127.6025
36.9954,127.6017
36.9951,127.6016
36.9985,127.5971
36.9981,127.5971
36.9980,127.5966
36.9979,127.5970
36.9976,127.5969
36.9975,127.5965
36.9974,127.5960
36.9972,127.5963
36.9982,127.5957
36.9978,127.5957
36.9976,127.5961
36.9971,127.5969
36.9971,127.5956
36.9967,127.5955
36.9967,127.5960
36.9968,127.5967
36.9963,127.5965
36.9962,127.5963
36.9956,127.5960
36.9959,127.5957
36.9956,127.5954
36.9962,127.5954
36.9958,127.5953
36.9946,127.5955
36.9944,127.5953
36.9943,127.5956
36.9942,127.5961
36.9952,127.5959
36.9966,127.5977
36.9963,127.5978
36.9960,127.5979
36.9954,127.5971
36.9951,127.5972
36.9948,127.5966
36.9959,127.5959
36.9961,127.5958
36.9944,127.5974
36.9938,127.5975
36.9935,127.5976
36.9937,127.5977
36.9938,127.5995
36.9921,127.5968
36.9925,127.5967
36.9920,127.5966
36.9924,127.5963
36.9922,127.5963
36.9914,127.5965
36.9909,127.5971
36.9906,127.5971
36.9905,127.5972
36.9907,127.5969
36.9909,127.5966
36.9900,127.5973
36.9896,127.5976
36.9901,127.5996
36.9901,127.5992
36.9908,127.5997
36.9910,127.5998
36.9912,127.5978
36.9918,127.6004
36.9936,127.5970
36.9935,127.5971
36.9933,127.5973
36.9930,127.5974
36.9930,127.5977
36.9888,127.6024
36.9884,127.6025
36.9910,127.6014
36.9908,127.6017
36.9907,127.6019
36.9907,127.6023
36.9908,127.6026
36.9895,127.6025
36.9896,127.6024
36.9897,127.6027
36.9899,127.6023
36.9900,127.6023
36.9901,127.6028
36.9903,127.6032
36.9899,127.6032
36.9898,127.6030
36.9895,127.6030
36.9894,127.6031
36.9892,127.6036
36.9890,127.6024
36.9725,127.5795
36.9721,127.5776
36.9719,127.5774
36.9717,127.5773
36.9711,127.5772
36.9708,127.5769
36.9707,127.5762
36.9713,127.5758
36.9714,127.5756
36.9716,127.5753
36.9721,127.5751
36.9724,127.5751
36.9734,127.5750
36.9731,127.5756
36.9728,127.5752
36.9710,127.5751
36.9706,127.5757
36.9705,127.5754
36.9697,127.5751
36.9692,127.5749
36.9688,127.5745
36.9686,127.5742
36.9688,127.5737
36.9688,127.5731
36.9691,127.5731
36.9692,127.5735
36.9681,127.5736
36.9670,127.5720
36.9700,127.5695
36.9678,127.5775
36.9676,127.5777
36.9673,127.5780
36.9677,127.5782
36.9674,127.5786
36.9669,127.5759
36.9660,127.5768
36.9653,127.5771
36.9662,127.5753
36.9664,127.5749
36.9659,127.5741
36.9654,127.5743
36.9648,127.5743
36.9639,127.5751
36.9631,127.5758
36.9625,127.5745
36.9633,127.5765
36.9634,127.5774
36.9673,127.5725
36.9673,127.5742
36.9672,127.5760
36.9671,127.5773
36.9671,127.5776
36.9670,127.5789
36.9670,127.5794
36.9669,127.5800
36.9669,127.5807
36.9668,127.5813
36.9668,127.5820
36.9667,127.5827
36.9665,127.5802
36.9660,127.5808
36.9736,127.5881
36.9741,127.5899
36.9734,127.5906
36.9725,127.5910
36.9722,127.5914
36.9726,127.5916
36.9749,127.5907
36.9759,127.5920
36.9753,127.5898
36.9743,127.5896
36.9900,127.5838
36.9903,127.5835
36.9904,127.5837
36.9905,127.5841
36.9905,127.5847
36.9907,127.5859
36.9907,127.5862
36.9900,127.5864
36.9897,127.5865
36.9894,127.5870
36.9892,127.5866
36.9880,127.5859
36.9891,127.5862
36.9897,127.5862
36.9899,127.5861
36.9901,127.5859
36.9903,127.5858
36.9902,127.5856
36.9902,127.5853
36.9900,127.5856
36.9899,127.5857
36.9895,127.5859
36.9891,127.5860
36.9901,127.5847
36.9901,127.5843
36.9923,127.6072
36.9925,127.6074
36.9925,127.6072
36.9927,127.6072
36.9930,127.6073
36.9929,127.6075
36.9929,127.6077
36.9924,127.6076
36.9922,127.6076
36.9921,127.6074
36.9921,127.6072
36.9899,127.5914
36.9899,127.5919
36.9899,127.5923
36.9898,127.5926
36.9897,127.5928
36.9895,127.5932
36.9900,127.5933
36.9901,127.5938
36.9900,127.5941
36.9904,127.5936
36.9899,127.5944
36.9905,127.5942
36.9903,127.5947
36.9908,127.5945
36.9906,127.5950
36.9908,127.5934
36.9912,127.5931
36.9916,127.5930
36.9920,127.5929
36.9918,127.5924
36.9924,127.5929
36.9926,127.5935
36.9927,127.5942
36.9926,127.5944
36.9923,127.5936
36.9916,127.5939
36.9913,127.5938
36.9918,127.5941
36.9910,127.5941
36.9708,127.5859
36.9705,127.5858
36.9701,127.5855
36.9751,127.5894
36.9753,127.5889
36.9756,127.5879
36.9861,127.5911
36.9887,127.5986
36.9884,127.5988
36.9889,127.5989
36.9891,127.5989
36.9890,127.5994
36.9884,127.6006
36.9888,127.6006
36.9895,127.6004
36.9897,127.6009
36.9891,127.6005
36.9893,127.6012
36.9896,127.6017
36.9885,127.6016
36.9882,127.6016
36.9935,127.5940
36.9775,127.6051
36.9750,127.6051
36.9875,127.6034
36.9848,127.6046
36.9850,127.6043
36.9855,127.6042
36.9861,127.6041
36.9868,127.6036
36.9869,127.6032
36.9870,127.6028
36.9871,127.6023
36.9872,127.6019
36.9873,127.6014
36.9873,127.6014
36.9874,127.6010
36.9875,127.6008
36.9923,127.5920
36.9886,127.6010
36.9879,127.5996
36.9876,127.5989
36.9869,127.6011
36.9854,127.6000
36.9859,127.5997
36.9862,127.5989
36.9788,127.6026
36.9786,127.6022
36.9840,127.5978
36.9835,127.5975
36.9831,127.5972
36.9827,127.5969
36.9823,127.5967
36.9821,127.5966
36.9873,127.5938
36.9873,127.5930
36.9870,127.5934
36.9870,127.5916
36.9865,127.5914
36.9816,127.5901
36.9789,127.5888
36.9787,127.5891
36.9785,127.5887
36.9785,127.5882
36.9795,127.5866
36.9791,127.5859
36.9806,127.5865
36.9804,127.5861
36.9810,127.5859
36.9813,127.5857
36.9824,127.5857
36.9812,127.5861
36.9812,127.5863
36.9806,127.5852
36.9780,127.5885
36.9775,127.5881
36.9775,127.5873
36.9765,127.5875
36.9761,127.5872
36.9757,127.5870
36.9744,127.5865
36.9736,127.5861
36.9728,127.5848
36.9933,127.5928
36.9933,127.5922
36.9928,127.5913
36.9930,127.5914
36.9932,127.5917
36.9927,127.5905
36.9928,127.5903
36.9930,127.5905
36.9936,127.5911
36.9933,127.5911
36.9933,127.5914
36.9939,127.5914
36.9935,127.5918
36.9936,127.5924
36.9938,127.5926
36.9940,127.5928
36.9938,127.5930
36.9945,127.5916
36.9943,127.5916
36.9943,127.5921
36.9945,127.5934
36.9948,127.5938
36.9960,127.5942
36.9963,127.5936
36.9966,127.5932
36.9969,127.5927
36.9972,127.5922
36.9974,127.5917
36.9976,127.5913
36.9962,127.5896
36.9966,127.5896
36.9975,127.5874
36.9976,127.5879
36.9970,127.5888
36.9970,127.5892
36.9976,127.5901
36.9989,127.5898
36.9992,127.5893
36.9995,127.5885
36.9991,127.5880
36.9993,127.5880
36.9995,127.5874
36.9995,127.5877
36.9997,127.5899
37.0016,127.5928
37.0025,127.5930
36.9544,127.5995
36.9959,127.6185
36.9957,127.6190
36.9955,127.6342
36.9889,127.5246
36.9794,127.5532
36.9795,127.5534
36.9795,127.5535
36.9796,127.5536
36.9797,127.5538
36.9797,127.5539
36.9798,127.5540
36.9799,127.5542
36.9825,127.5611
36.9834,127.5583
37.0094,127.5323
37.0242,127.5373
36.9820,127.5683
36.9923,127.5775
36.9924,127.5777
36.9911,127.5797
36.9910,127.5829
37.0033,127.6009
37.0057,127.5827
37.0036,127.5794
36.9500,127.5988
36.9512,127.5989
36.9520,127.5992
36.9523,127.5991
36.9526,127.5996
36.9530,127.5994
36.9530,127.5992
36.9528,127.5989
36.9529,127.5989
36.9534,127.5992
36.9535,127.5996
36.9563,127.5981
36.9555,127.5975
36.9602,127.5998
36.9601,127.6003
36.9739,127.5905
36.9677,127.5792
36.9787,127.5871
36.9819,127.5860
36.9808,127.5842
36.9796,127.5841
36.9793,127.5832
36.9792,127.5823
36.9788,127.5818
36.9785,127.5808
36.9874,127.6031
36.9940,127.5991
37.0027,127.5947
37.0009,127.5949
37.0005,127.5949
37.0002,127.5949
36.9999,127.5949
36.9995,127.5949
36.9992,127.5949
36.9989,127.5948
36.9985,127.5948
36.9981,127.5947
36.9978,127.5947
36.9975,127.5946
36.9971,127.5946
36.9966,127.5945
36.9964,127.5944
36.9970,127.6043
36.9983,127.6201
36.9988,127.6210
36.9994,127.6216
36.9993,127.6210
36.9998,127.6218
37.0002,127.6217
37.0003,127.6220
37.0006,127.6221
37.0008,127.6227
36.9993,127.6223
36.9993,127.6227
36.9989,127.6215
36.9983,127.6220
36.9983,127.6214
36.9969,127.6199
36.9973,127.6215
36.9909,127.6279
36.9955,127.6350
36.9958,127.6347
36.9957,127.6354
36.9957,127.6356
36.9958,127.6359
36.9956,127.6362
36.9962,127.6364
36.9957,127.6368
36.9950,127.6364
36.9952,127.6359
36.9953,127.6352
36.9946,127.6356
36.9943,127.6361
36.9941,127.6344
36.9997,127.6337
37.0001,127.6340
37.0008,127.6345
37.0013,127.6347
37.0021,127.6356
37.0023,127.6371
37.0027,127.6371
37.0022,127.6381
37.0027,127.6387
37.0031,127.6388
37.0004,127.6397
36.9996,127.6413
36.9972,127.6243
36.9924,127.5886
36.9887,127.5861
36.9874,127.5857
36.9924,127.5899
36.9932,127.5904
36.9984,127.5901
36.9946,127.5909
36.9940,127.5910
36.9937,127.5916
36.9940,127.5915
36.9934,127.5920
36.9935,127.5922
36.9912,127.5828
36.9927,127.5773
36.9911,127.5791
36.9920,127.5799
36.9916,127.5792
36.9922,127.5789
36.9927,127.5797
36.9930,127.5798
36.9932,127.5803
36.9935,127.5800
36.9936,127.5806
36.9939,127.5805
36.9937,127.5810
36.9938,127.5814
36.9942,127.5811
36.9947,127.5808
36.9941,127.5820
36.9578,127.5589
36.9602,127.5492
36.9648,127.5485
36.9599,127.5489
36.9851,127.5692
36.9847,127.5682
36.9783,127.5643
36.9782,127.5669
36.9791,127.5680
36.9791,127.5684
36.9790,127.5692
36.9796,127.5686
36.9803,127.5687
36.9810,127.5689
36.9816,127.5687
36.9806,127.5680
36.9799,127.5680
36.9832,127.5680
36.9845,127.5610
36.9853,127.5605
36.9866,127.5573
36.9841,127.5580
37.0075,127.5990
37.0073,127.6001
37.0086,127.6035
36.9786,127.5324
36.9799,127.5342
36.9866,127.5301
36.9864,127.5271
36.9878,127.5217
36.9897,127.5305
37.0030,127.5417
37.0029,127.5430
36.9974,127.5289
37.0102,127.5916
37.0103,127.5885
37.0104,127.5878
37.0104,127.5867
37.0106,127.5862
37.0108,127.5859
37.0111,127.5859
37.0115,127.5859
37.0113,127.5855
37.0119,127.5850
37.0119,127.5845
37.0054,127.5912
37.0049,127.5887
37.0050,127.5879
37.0052,127.5870
37.0053,127.5858
37.0064,127.5860
37.0067,127.5861
37.0072,127.5867
37.0079,127.5866
37.0076,127.5863
37.0068,127.5848
37.0056,127.5843
37.0010,127.5859
37.0014,127.5859
37.0012,127.5846
37.0020,127.5834
37.0043,127.5833
37.0047,127.5828
37.0063,127.5825
37.0072,127.5803
37.0056,127.5814
37.0100,127.5811
37.0096,127.5818
37.0094,127.5815
37.0091,127.5817
37.0093,127.5820
37.0086,127.5813
37.0077,127.5818
37.0105,127.5709
37.0105,127.5705
37.0082,127.5726
37.0077,127.5721
37.0071,127.5719
37.0066,127.5723
37.0065,127.5720
37.0056,127.5718
37.0052,127.5712
37.0036,127.5701
37.0032,127.5696
36.9457,127.5496
36.9649,127.5387
36.9595,127.5418
36.9599,127.5407
37.0119,127.5258
37.0113,127.5282
37.0101,127.5252
37.0336,127.5401
37.0297,127.5467
37.0308,127.5447
37.0191,127.5388
37.0175,127.5380
37.0169,127.5385
37.0165,127.5379
37.0159,127.5377
37.0157,127.5374
37.0101,127.5445
37.0097,127.5380
37.0098,127.5347
37.0104,127.5341
37.0110,127.5339
37.0112,127.5330
37.0120,127.5328
37.0123,127.5327
37.0126,127.5328
37.0129,127.5328
37.0132,127.5327
37.0139,127.5327
36.9807,127.5855
36.9735,127.5782
36.9737,127.5771
36.9742,127.5759
36.9748,127.5771
36.9745,127.5784
36.9765,127.5783
36.9725,127.5720
36.9724,127.5714
36.9743,127.5903
36.9672,127.5834
36.9665,127.5801
36.9677,127.5782
36.9681,127.5762
36.9692,127.5718
36.9874,127.5865
36.9534,127.5722
36.9529,127.5730
36.9552,127.5629
37.0044,127.5908
37.0035,127.5890
37.0012,127.5837
37.0001,127.5821
36.9980,127.5818
37.0025,127.5824
37.0022,127.5811
37.0003,127.5789
37.0013,127.5790
37.0006,127.5768
36.9995,127.5743
36.9923,127.5794
36.9909,127.5755
36.9902,127.5852
36.9833,127.5836
36.9830,127.5837
36.9864,127.5839
36.9421,127.5502
36.9437,127.5487
36.9447,127.5509
36.9650,127.5572
36.9655,127.5566
36.9680,127.5629
36.9696,127.5639
36.9743,127.5622
36.9718,127.5695
36.9709,127.5689
36.9708,127.5779
36.9797,127.5568
36.9825,127.5608
36.9887,127.5513
36.9890,127.5520
36.9940,127.5957
36.9928,127.5942
36.9916,127.5907
36.9922,127.6001
36.9957,127.6030
36.9503,127.5988
36.9696,127.6048
36.9791,127.5329
36.9844,127.5284
36.9844,127.5280
36.9908,127.5249
36.9956,127.5475
36.9967,127.5560
36.9999,127.5499
37.0118,127.5249
37.0112,127.5261
37.0130,127.5258
37.0129,127.5264
37.0129,127.5268
37.0102,127.5280
37.0104,127.5241
37.0168,127.5484
36.8821,127.7201
36.8822,127.7194
36.8828,127.7192
36.8831,127.7194
36.8825,127.7202
36.8828,127.7199
36.8796,127.7211
36.8792,127.7220
36.8786,127.7218
36.8817,127.7201
36.8787,127.7213
36.8815,127.7231
36.8824,127.7254
36.8817,127.7262
36.8907,127.7299
36.8893,127.7245
36.8957,127.7298
36.8956,127.7287
36.8956,127.7282
36.8951,127.7282
36.8948,127.7283
36.8942,127.7286
36.8935,127.7289
36.8958,127.7275
36.8956,127.7269
36.8953,127.7268
36.8951,127.7265
36.8952,127.7274
36.8958,127.7264
36.8955,127.7258
36.8951,127.7250
36.8947,127.7253
36.9007,127.7302
36.9018,127.7299
36.9020,127.7302
36.9021,127.7300
36.9024,127.7298
36.9027,127.7295
36.9024,127.7292
36.9017,127.7293
36.9017,127.7297
36.8901,127.7515
36.9014,127.7299
36.9010,127.7297
36.8910,127.7527
36.8907,127.7520
36.8909,127.7532
36.8916,127.7540
36.8886,127.7524
36.8929,127.7545
36.8933,127.7548
36.8890,127.7523
36.8889,127.7516
36.8936,127.7549
36.8936,127.7544
36.8923,127.7547
36.8932,127.7535
36.8935,127.7537
36.9002,127.7282
36.9004,127.7273
36.8942,127.7551
36.8940,127.7572
36.8930,127.7633
36.8915,127.7631
36.8910,127.7633
36.8906,127.7632
36.8904,127.7631
36.8899,127.7628
36.8893,127.7627
36.8897,127.7630
36.8893,127.7633
36.8890,127.7626
36.8886,127.7625
36.8877,127.7623
36.8882,127.7624
36.9003,127.7613
36.9007,127.7608
36.9009,127.7601
36.9007,127.7597
36.9007,127.7588
36.9004,127.7582
36.9007,127.7581
36.9002,127.7594
36.9001,127.7599
36.8994,127.7599
36.9010,127.7573
36.9012,127.7568
36.9103,127.7946
36.9106,127.7931
36.9105,127.7926
36.9114,127.7919
36.9118,127.7914
36.9123,127.7917
36.9117,127.7907
36.9123,127.7901
36.9119,127.7899
36.9114,127.7895
36.9112,127.7890
36.9108,127.7918
36.9110,127.7898
36.9110,127.7886
36.9109,127.7880
36.9116,127.7847
36.9121,127.7788
36.9124,127.7786
36.9117,127.7784
36.9117,127.7780
36.9118,127.7775
36.9121,127.7779
36.9123,127.7782
36.9123,127.7773
36.9126,127.7776
36.9126,127.7767
36.9118,127.7769
36.9116,127.7772
36.9030,127.7837
36.9018,127.7836
36.9015,127.7847
36.9009,127.7857
36.9004,127.7858
36.9000,127.7858
36.9005,127.7854
36.8991,127.7861
36.8997,127.7863
36.8992,127.7855
36.8989,127.7846
36.8984,127.7840
36.8981,127.7837
36.8974,127.7832
36.8969,127.7833
36.8955,127.7834
36.8969,127.7825
36.9014,127.7836
36.9009,127.7836
36.9000,127.7833
36.8997,127.7832
36.8987,127.7837
36.8981,127.7831
36.8985,127.7833
36.8988,127.7830
36.8992,127.7824
36.9008,127.7813
36.8961,127.7793
36.8958,127.7798
36.8956,127.7800
36.8954,127.7812
36.8944,127.7812
36.8939,127.7806
36.8947,127.7801
36.8943,127.7803
36.8934,127.7800
36.8905,127.7808
36.8943,127.7796
36.8944,127.7793
36.8938,127.7798
36.8948,127.7796
36.8949,127.7789
36.8950,127.7797
36.8953,127.7802
36.8957,127.7792
36.8957,127.7788
36.9001,127.7562
36.9017,127.7564
36.9020,127.7559
36.9024,127.7555
36.9017,127.7556
36.9007,127.7620
36.9009,127.7622
36.9013,127.7620
36.9013,127.7616
36.9016,127.7617
36.9015,127.7612
36.9018,127.7618
36.9021,127.7620
36.9026,127.7615
36.9039,127.7645
36.9037,127.7638
36.9036,127.7641
36.9024,127.7639
36.9484,127.7172
36.9432,127.7278
36.9430,127.7291
36.9430,127.7295
36.9425,127.7295
36.9430,127.7298
36.9442,127.7301
36.9448,127.7267
36.9447,127.7275
36.9443,127.7304
36.9448,127.7304
36.9443,127.7315
36.9447,127.7311
36.9446,127.7314
36.9451,127.7313
