X,Y
36.284861,127.241611
36.268158,127.258561
36.286955,127.244252
36.297998,127.244683
36.290327,127.244328
36.289969,127.240824
36.288924,127.242917
36.272863,127.231395
36.271261,127.231239
36.269764,127.233399
36.272595,127.234168
36.274558,127.238217
36.325088,127.245464
36.273662,127.258725
36.27092,127.258724
36.278504,127.250901
36.283017,127.248526
36.27481,127.236639
36.254741,127.23144
36.268987,127.234325
36.261369,127.229123
36.261079,127.212762
36.262232,127.215096
36.26599,127.225428
36.267824,127.224626
36.27479,127.235028
36.275046,127.228839
36.277933,127.223606
36.280944,127.221748
36.291028,127.238461
36.286957,127.233301
36.282374,127.241908
36.273959,127.262579
36.26887,127.27239
36.273087,127.264262
36.265423,127.276519
36.259596,127.280153
36.254313,127.274079
36.253919,127.252123
36.287323,127.241264
36.271187,127.256956
36.272913,127.246349
36.289496,127.243663
36.273408,127.250759
36.265465,127.273205
36.275431,127.292446
36.274447,127.235531
36.337747,127.248678
36.252945,127.273976
36.336523,127.248081
36.282247,127.238217
36.264414,127.278452
36.262947,127.227569
36.262838,127.227682
36.242834,127.270549
36.290674,127.246042
36.279971,127.251608
36.289834,127.236474
36.286934,127.238341
36.268388,127.271346
36.304517,127.244547
36.272677,127.258096
36.286451,127.237351
36.301741,127.247455
36.297661,127.245046
36.281979,127.236576
36.270655,127.269338
36.285784,127.238185
36.286101,127.24302
36.286523,127.238223
36.287018,127.237052
36.299013,127.243419
36.282542,127.236863
36.270671,127.24531
36.269857,127.245747
36.285917,127.237365
36.286581,127.23862
36.288598,127.236783
36.288465,127.237114
36.289141,127.237747
36.285614,127.243796
36.285948,127.243625
36.268131,127.267909
36.273708,127.257849
36.274461,127.258633
36.269129,127.255711
36.267869,127.274445
36.290074,127.237776
36.2888,127.237499
36.290339,127.238899
36.28198,127.239147
36.281992,127.239111
36.274915,127.250546
36.271314,127.257148
36.272574,127.259406
36.271629,127.256826
36.287351,127.234126
36.273063,127.243699
36.272922,127.247032
36.269314,127.258309
36.28287,127.24094
36.292194,127.239875
36.289334,127.242774
36.272461,127.249846
36.288633,127.243174
36.27263,127.246376
36.288221,127.239604
36.287989,127.239929
36.323675,127.245263
36.298393,127.235767
36.272223,127.258925
36.288154,127.244575
36.288114,127.244473
36.286122,127.239702
36.268986,127.260507
