X,Y
35.195349,127.608255
35.211885,127.468093
35.211538,127.468229
35.2135381,127.4678544
35.206107,127.464896
35.205698,127.465394
35.205286,127.465993
35.204969,127.466296
35.2125084,127.4617151
35.211337,127.461426
35.212675,127.461429
35.2128193,127.4611821
35.212059,127.46169
35.212294,127.461385
35.212267,127.46862
35.212205,127.460992
35.2118032,127.4616825
35.2114018,127.4611641
35.209979,127.46168
35.209916,127.461535
35.208942,127.46236
35.2077864,127.462704
35.200658,127.457013
35.1891578,127.4224856
35.2150142,127.4646476
35.2128588,127.4636927
35.2087626,127.4643295
35.187137,127.463878
35.205782,127.454315
35.205646,127.455101
35.203128,127.456325
35.201884,127.456487
35.202184,127.454614
35.204183,127.454798
35.201535,127.454587
35.2012021,127.4525364
35.200835,127.453482
35.200798,127.454104
35.200832,127.454659
35.200655,127.455803
35.199231,127.468397
35.20593,127.454021
35.200122,127.454285
35.197049,127.464029
35.2412331,127.4859402
35.2408185,127.4882671
35.242248,127.484522
35.2432306,127.4877831
35.2434334,127.4873654
35.2436227,127.4869532
35.2438661,127.4864146
35.2432802,127.4885415
35.2434948,127.4885173
35.2434858,127.4882282
35.2433614,127.4881623
35.2427347,127.4881239
35.180351,127.512334
35.179972,127.512271
35.179636,127.512389
35.179386,127.512518
35.17888,127.512359
35.178985,127.512033
35.1801784,127.5115902
35.179501,127.51108
35.299048,127.419174
35.298439,127.419522
35.298725,127.419867
35.298013,127.420574
35.29769,127.419696
35.297549,127.418919
35.297321,127.418751
35.2982738,127.4189446
35.298124,127.41876
35.297996,127.419248
35.298289,127.41931
35.324912,127.472542
35.3231719,127.4683832
35.323796,127.469922
35.323505,127.468858
35.323052,127.469301
35.322854,127.468369
35.3227103,127.4685374
35.321862,127.468031
35.121536,127.523538
35.197848,127.589804
35.196673,127.589914
35.19623,127.589921
35.195445,127.589963
35.175266,127.542358
35.175013,127.541948
35.175302,127.542045
35.176906,127.542989
35.180451,127.540801
35.174176,127.542108
35.109195,127.547368
35.123489,127.543133
35.123944,127.543308
35.135111,127.539436
35.125758,127.545348
35.118999,127.525688
35.120597,127.525842
35.120635,127.525138
35.121529,127.524514
35.1216,127.524055
35.14983,127.602872
35.122276,127.543956
35.109835,127.546632
35.12172,127.522523
35.111013,127.545175
35.111969,127.545069
35.110623,127.544261
35.110118,127.54551
35.210224,127.462068
35.191787,127.46253
35.2225531,127.460683
35.2199739,127.4596349
35.2199152,127.4595415
35.212601,127.384576
35.205829,127.467386
35.206454,127.467484
35.214285,127.461286
35.2020913,127.4697122
35.201537,127.4703825
35.2011448,127.4708166
35.2007797,127.4712781
35.206131,127.467447
35.18952,127.459916
35.202251,127.476201
35.201066,127.474303
35.20217,127.472949
35.203048,127.471931
35.203601,127.471264
35.203958,127.470797
35.1969694,127.4598385
35.1946279,127.4635141
35.204071,127.47899
35.203605,127.480727
35.200614,127.474616
35.216365,127.451584
35.216714,127.45171
35.2449756,127.4903989
35.2409852,127.4866459
35.2412828,127.4869041
35.2415894,127.4871294
35.2419366,127.4873657
35.2429781,127.4883437
35.2435354,127.4884184
35.235435,127.483723
35.235114,127.484296
35.226608,127.465375
35.219791,127.494314
35.2327384,127.5893183
35.196257,127.479938
35.2445653,127.4900747
35.196581,127.479845
35.196383,127.47971
35.196797,127.479349
35.196133,127.479251
35.1935,127.480662
35.194009,127.480114
35.194301,127.479702
35.1953935,127.4787036
35.195621,127.479101
35.195529,127.479654
35.195324,127.479788
35.194993,127.479458
35.194835,127.479803
35.1949637,127.4802581
35.3244622,127.4719001
35.3247326,127.4714522
35.324224,127.469929
35.323832,127.46936
35.3236412,127.4698243
35.322119,127.468166
35.322222,127.46783
35.322402,127.467643
35.316847,127.462761
35.316261,127.462686
35.3163022,127.463091
35.3161148,127.4635146
35.3162529,127.4639876
35.321995,127.468105
35.316248,127.46438
35.316442,127.464653
35.316395,127.465066
35.316527,127.465198
35.3291876,127.4845519
35.3291712,127.4832733
35.3291082,127.48406
35.3287431,127.4846763
35.329379,127.485405
35.329693,127.485395
35.220963,127.489308
35.215678,127.491686
35.2155,127.492576
35.123273,127.542962
35.116097,127.545925
35.113891,127.545264
35.119663,127.527212
35.157659,127.548868
35.153734,127.545033
35.154133,127.544932
35.1576264,127.5481629
35.162829,127.549797
35.163595,127.546679
35.164438,127.54731
35.163591,127.548641
35.16305,127.549338
35.184656,127.55171
35.179011,127.61943
35.254671,127.471272
35.254397,127.469318
35.254197,127.4715
35.25513,127.471835
35.255317,127.471002
35.255676,127.471287
35.255403,127.470232
35.255236,127.469657
35.2547585,127.4701488
35.2545396,127.4709019
35.254153,127.469961
35.2543549,127.4716605
35.255614,127.472213
35.211028,127.466496
35.2148098,127.4438374
35.215077,127.442686
35.21626,127.439787
35.218211,127.435256
35.1667588,127.4586432
35.216772,127.452104
35.216369,127.45215
35.216159,127.45225
35.219174,127.433566
35.219385,127.432778
35.2204575,127.4321036
35.219407,127.432451
35.214481,127.444744
35.219381,127.431463
35.216148,127.452872
35.219721,127.431648
35.220263,127.431233
35.220732,127.430766
35.221199,127.430849
35.215999,127.453005
35.220777,127.431198
35.2165406,127.4532802
35.216261,127.454436
35.215615,127.455224
35.2154442,127.4412274
35.220374,127.431617
35.2159669,127.4404909
35.1946859,127.4801922
35.189293,127.500505
35.327609,127.449216
35.327181,127.450245
35.327229,127.44976
35.327302,127.448724
35.317062,127.429786
35.315722,127.430394
35.315026,127.431209
35.315314,127.431715
35.315553,127.431137
35.315778,127.43121
35.315981,127.431155
35.2401854,127.4869373
35.316377,127.431231
35.316592,127.431061
35.316945,127.430353
35.314933,127.43164
35.326887,127.467009
35.3273057,127.4664803
35.327131,127.467407
35.3273555,127.467366
35.32758,127.467236
35.326977,127.4680043
35.304156,127.423915
35.303883,127.423556
35.3032768,127.4236947
35.2544808,127.4702534
35.26033,127.446416
35.260521,127.445929
35.259968,127.445682
35.260444,127.446833
35.261048,127.445388
35.26043,127.445559
35.260023,127.444654
35.260369,127.444678
35.2579903,127.4426533
35.2595514,127.4413528
35.258474,127.442842
35.258652,127.443278
35.2585949,127.4437632
35.258916,127.442767
35.258823,127.442504
35.258997,127.442313
35.258803,127.442015
35.2588418,127.4415622
35.258608,127.44173
35.2608163,127.4408902
35.258278,127.442516
35.25842,127.441942
35.259232,127.441266
35.259909,127.441105
35.259943,127.441447
35.260019,127.441761
35.168921,127.457728
35.175701,127.457102
35.175834,127.457345
35.16495,127.461583
35.164803,127.461075
35.166499,127.453973
35.165106,127.462121
35.176592,127.457224
35.184245,127.463939
35.18151,127.465194
35.17794,127.465396
35.177819,127.465826
35.177087,127.464528
35.2170075,127.4388584
35.177069,127.463808
35.17766,127.465498
35.183913,127.464706
35.184918,127.464385
35.178874,127.46538
35.178428,127.462066
35.178061,127.462508
35.185035,127.463858
35.176253,127.464649
35.1688318,127.4560396
35.184977,127.463591
35.174549,127.4655
35.184685,127.463395
35.184888,127.462649
35.302759,127.423551
35.302539,127.423062
35.302965,127.423285
35.303415,127.42333
35.3438635,127.4483813
35.335473,127.450735
35.335545,127.451226
35.343369,127.448684
35.3429348,127.4486405
35.342882,127.449103
35.343377,127.449851
35.342832,127.450349
35.342678,127.450052
35.342186,127.450201
35.335995,127.451104
35.316459,127.479222
35.318963,127.479127
35.318286,127.479992
35.318845,127.478619
35.191062,127.464443
35.190562,127.464603
35.190204,127.464371
35.201758,127.475121
35.203316,127.447757
35.203456,127.446479
35.203966,127.44597
35.204105,127.443764
35.205134,127.444764
35.260165,127.441667
35.260388,127.441168
35.2737609,127.4482774
35.261946,127.438506
35.260703,127.460179
35.275954,127.440566
35.278002,127.436135
35.273383,127.447407
35.274419,127.446886
35.280429,127.447734
35.28097,127.447322
35.282105,127.448299
35.281411,127.447664
35.281816,127.446448
35.272554,127.450587
35.274963,127.440692
35.283029,127.447821
35.282614,127.451527
35.224996,127.4615
35.225242,127.46188
35.2423772,127.4605745
35.236406,127.468183
35.236278,127.467846
35.235876,127.467273
35.227332,127.463329
35.226974,127.463858
35.225863,127.463006
35.226003,127.463253
35.1680086,127.4615438
35.168404,127.461624
35.1688921,127.4608077
35.183449,127.462198
35.177624,127.457437
35.179873,127.459847
35.180041,127.461022
35.180457,127.46026
35.180711,127.461518
35.180873,127.460297
35.177205,127.462179
35.181399,127.461992
35.179671,127.465183
35.166117,127.462327
35.177101,127.457295
35.178947,127.46145
35.177123,127.463412
35.212436,127.383984
35.213181,127.384581
35.212771,127.38464
35.1902581,127.4187478
35.191263,127.41924
35.1895964,127.4203598
35.195773,127.460051
35.2026232,127.4690474
35.1985279,127.4638034
35.2125857,127.4640554
35.2126379,127.4636653
35.202595,127.456613
35.202915,127.449752
35.199706,127.472777
35.200025,127.473267
35.199649,127.469926
35.203547,127.477803
35.1948111,127.464039
35.204697,127.476415
35.205223,127.475765
35.206252,127.474491
35.1958454,127.4639178
35.193004,127.46409
35.20766667,127.44055
35.206051,127.444536
35.203528,127.47952
35.190702,127.464419
35.190724,127.463928
35.202876,127.476948
35.189123,127.4636703
35.188985,127.4604905
35.220877,127.489796
35.2283412,127.4739366
35.228978,127.47513
35.229245,127.475434
35.229465,127.475147
35.229644,127.475311
35.230009,127.475517
35.2276379,127.4743489
35.225945,127.464561
35.224884,127.460946
35.225372,127.459784
35.231555,127.45636
35.229878,127.457306
35.228353,127.461244
35.227101,127.462986
35.2385951,127.4625821
35.219297,127.458822
35.21215,127.464154
35.214211,127.466049
35.212835,127.468408
35.210583,127.470975
35.20917,127.471327
35.207648,127.469388
35.206006,127.4642648
35.207055,127.461687
35.207296,127.461437
35.207379,127.461308
35.219096,127.458537
35.167481,127.462269
35.167482,127.4643717
35.167088,127.464308
35.166659,127.464056
35.167007,127.463636
35.1673331,127.4639655
35.167738,127.462589
35.167886,127.462984
35.16872,127.461147
35.214434,127.465875
35.2112711,127.4709393
35.2112712,127.4713239
35.2112803,127.4717688
35.20833333,127.44055
35.2271511,127.3695972
35.200306,127.468701
35.166051,127.455231
35.204476,127.480114
35.204807,127.480952
35.21156,127.461049
35.204323,127.480983
35.2123353,127.4619987
35.20306,127.480253
35.20169,127.469015
35.179286,127.46142
35.177362,127.464717
35.177637,127.465244
35.178026,127.46501
35.206952,127.470403
35.192757,127.407184
35.191963,127.407202
35.191604,127.406147
35.191318,127.405412
35.1913968,127.4036783
35.19185,127.402521
35.191472,127.400645
35.2279175,127.4745324
35.228197,127.474802
35.2282648,127.4750576
35.228202,127.475481
35.228735,127.475293
35.228566,127.47489
35.228987,127.474956
35.188937,127.500843
35.189467,127.500192
35.189021,127.500259
35.188547,127.500277
35.18858,127.500789
35.188116,127.500373
35.187902,127.50082
35.164729,127.46619
35.1632433,127.4685627
35.163128,127.4690382
35.164225,127.466353
35.164417,127.466715
35.164023,127.466926
35.1641194,127.4670799
35.163851,127.467455
35.1636713,127.4675556
35.1635542,127.4677917
35.1634343,127.4682035
35.164441,127.465675
35.164669,127.465784
35.168001,127.463749
35.168489,127.464158
35.1681313,127.4645362
35.167836,127.464509
35.1676984,127.464454
35.205278,127.467058
35.2056028,127.4670885
35.205482,127.466871
35.205526,127.466492
35.2063421,127.4666729
35.206696,127.467082
35.20619,127.46699
35.2059346,127.4668873
35.205961,127.46668
35.20596,127.466146
35.206652,127.465444
35.2064166,127.4653798
35.2064182,127.4648381
35.20808,127.467333
35.208502,127.464999
35.208383,127.464981
35.167506,127.46298
35.2080441,127.4651538
35.2078972,127.4652418
35.2075098,127.4665768
35.207638,127.465343
35.207461,127.467053
35.190871,127.397711
35.186953,127.422782
35.190706,127.394449
35.1901367,127.3885139
35.190302,127.387321
35.190741,127.3858407
35.1884044,127.4218635
35.189019,127.421357
35.201424,127.375049
35.201293,127.375876
35.201579,127.375718
35.201528,127.375265
35.196786,127.406541
35.1913296,127.4043133
35.188617,127.4187296
35.1898495,127.4185636
35.189431,127.418611
35.189196,127.418874
35.190173,127.420049
35.190552,127.419859
35.190295,127.420343
