Y,X
35.4415,127.84914
35.44199,127.83678
35.4362,127.85148
35.44219,127.84922
35.44294,127.84938
35.44265,127.84921
35.43442,127.85879
35.43502,127.85833
35.4347,127.85842
35.43508,127.85133
35.43504,127.85163
35.43485,127.85121
35.43569,127.85057
35.43524,127.85197
35.43547,127.85085
35.43383,127.85085
35.43379,127.85093
35.43548,127.85184
35.4334,127.84993
35.28465,127.90522
35.26469,127.91829
35.27121,127.93728
35.26359,127.93626
35.26302,127.93736
35.27307,127.9381
35.2734,127.93642
35.27386,127.9356
35.27396,127.93584
35.27526,127.93566
35.27465,127.93797
35.27495,127.93767
35.27436,127.93464
35.27516,127.93732
35.27236,127.93642
35.27196,127.93688
35.28578,127.94172
35.28715,127.94177
35.29123,127.94606
35.26348,127.9373
35.29248,127.94265
35.29277,127.9434
35.29255,127.94238
35.29308,127.9424
35.29325,127.94308
35.29354,127.94252
35.2864,127.95721
35.29158,127.93839
35.27639,127.93537
35.27453,127.93414
35.27446,127.93373
35.27465,127.932
35.27689,127.9319
35.27801,127.93175
35.27859,127.93138
35.27494,127.95808
35.28483,127.95077
35.27744,127.93795
35.29382,127.94437
35.286,127.95279
35.28624,127.95317
35.28594,127.95172
35.2898,127.95416
35.29259,127.94775
35.29159,127.95688
35.42241,127.90186
35.41546,127.89612
35.41297,127.89385
35.41252,127.9066
35.41226,127.90716
35.41206,127.90781
35.40811,127.90262
35.40818,127.90154
35.40868,127.90221
35.40804,127.90141
35.40879,127.90142
35.41365,127.90192
35.40669,127.90012
35.40259,127.90071
35.42497,127.91336
35.41299,127.90218
35.40437,127.93658
35.4048,127.9376
35.4243,127.91279
35.42528,127.91307
35.42614,127.91391
35.42548,127.91372
35.42458,127.91308
35.42888,127.92324
35.42562,127.91391
35.40083,127.91652
35.40082,127.91642
35.39748,127.90038
35.39655,127.90048
35.39238,127.90343
35.39722,127.90077
35.39752,127.90062
35.40043,127.90264
35.40036,127.90289
35.39875,127.90309
35.39899,127.90366
35.39926,127.90439
35.39945,127.90542
35.39852,127.9051
35.39895,127.9055
35.39805,127.90421
35.40082,127.90193
35.3997,127.91518
35.40016,127.91622
35.3983,127.90387
35.39846,127.90304
35.39982,127.90434
35.39779,127.90286
35.40023,127.91667
35.43774,127.84806
35.44141,127.84598
35.43818,127.84818
35.43845,127.84781
35.44302,127.8442
35.443,127.85066
35.44131,127.84582
35.43683,127.85682
35.43435,127.85859
35.43345,127.84914
35.44474,127.84761
35.4504,127.85467
35.44907,127.84466
35.44973,127.85051
35.44931,127.84934
35.46244,127.81105
35.45858,127.82033
35.45819,127.81871
35.45845,127.82125
35.45848,127.82065
35.46067,127.81174
35.45994,127.8126
35.461,127.81232
35.46149,127.81157
35.46073,127.8129
35.45387,127.81287
35.46188,127.80908
35.46297,127.80844
35.46259,127.80865
35.46228,127.80937
35.46299,127.80922
35.46338,127.81023
35.45863,127.81932
35.4582,127.8218
35.45838,127.81984
35.45317,127.82099
35.45322,127.81903
35.45984,127.81246
35.45833,127.82217
35.46456,127.79848
35.46295,127.79321
35.46362,127.79295
35.46358,127.79274
35.46178,127.79314
35.46106,127.7881
35.46278,127.79277
35.4633,127.79243
35.29033,127.95628
35.27669,127.94808
35.28993,127.95546
35.29084,127.95569
35.29112,127.95594
35.29209,127.95669
35.2922,127.96069
35.29251,127.95575
35.2916,127.95879
35.29238,127.95202
35.29209,127.95046
35.28998,127.9501
35.28887,127.94868
35.28837,127.94835
35.29166,127.9466
35.29019,127.9466
35.28741,127.94933
35.28495,127.95124
35.29,127.94685
35.28761,127.9486
35.27703,127.94823
35.27632,127.94691
35.27516,127.94557
35.27385,127.9452
35.29305,127.95269
35.29301,127.94061
35.29166,127.95595
35.29231,127.95152
35.28978,127.95797
35.28842,127.95632
35.28631,127.94058
35.2756,127.94612
35.27653,127.93253
35.27629,127.9338
35.276,127.93485
35.28696,127.93771
35.28169,127.9665
35.27841,127.96698
35.27781,127.96704
35.27775,127.96652
35.27494,127.96484
