Y,X
35.61042,129.37166
35.63038,129.35828
35.61041,129.37233
35.63133,129.36808
35.63168,129.36802
35.62973,129.3648
35.62958,129.35747
35.63116,129.35269
35.63149,129.35396
35.6305,129.35195
35.63165,129.35258
35.63169,129.35232
35.63183,129.35233
35.62819,129.34356
35.63966,129.35976
35.63901,129.36024
35.63835,129.36106
35.6389,129.36195
35.63878,129.36243
35.63782,129.36324
35.63956,129.36381
35.63811,129.36503
35.6385,129.36578
35.63822,129.36459
35.64054,129.3654
35.63983,129.36466
35.64618,129.3605
35.64272,129.35711
35.63494,129.35505
35.64797,129.36821
35.61551,129.33
35.61559,129.33021
35.6161,129.32891
35.62498,129.34572
35.6292,129.31394
35.62805,129.31381
35.62896,129.31387
35.62906,129.3132
35.63012,129.31517
35.62892,129.35533
35.6214,129.34075
35.6218,129.3397
35.62205,129.33893
35.62208,129.34004
35.62204,129.33858
35.62132,129.33753
35.62618,129.34561
35.62545,129.33257
35.62466,129.33355
35.62606,129.33236
35.62579,129.33226
35.61545,129.3308
35.61578,129.32841
35.61309,129.33427
35.61361,129.33782
35.61448,129.33632
35.61545,129.33797
35.61325,129.33713
35.61436,129.33851
35.61329,129.33783
35.61467,129.33899
35.61513,129.33862
35.615,129.33939
35.61526,129.33941
35.61727,129.33834
35.61548,129.33856
35.61862,129.33755
35.61029,129.34686
35.60621,129.3446
35.6071,129.34471
35.60797,129.34363
35.60762,129.34447
35.60791,129.34518
35.62713,129.33061
35.63985,129.32502
35.62633,129.32645
35.63173,129.35196
35.63195,129.35233
35.6266,129.32583
35.63212,129.35129
35.63182,129.3517
35.63232,129.35188
35.63268,129.35165
35.63218,129.35091
35.63322,129.35175
35.63446,129.35079
35.63197,129.31073
35.60853,129.34536
35.60746,129.34527
35.60615,129.34535
35.60649,129.34842
35.60391,129.34669
35.60424,129.34751
35.60398,129.34837
35.60738,129.344
35.59626,129.34542
35.62028,129.35602
35.62098,129.35609
35.62248,129.35516
35.62277,129.35495
35.62349,129.35441
35.62411,129.35405
35.62365,129.35429
35.62453,129.35376
35.62472,129.35366
35.62489,129.35358
35.62502,129.35365
35.63769,129.35493
35.62498,129.35335
35.63756,129.35698
35.63644,129.35688
35.63616,129.35688
35.63465,129.35605
35.63406,129.3553
35.63382,129.35483
35.63411,129.35495
35.63335,129.35349
35.6335,129.35402
35.63305,129.35292
35.63228,129.35308
35.63302,129.35304
35.63305,129.35368
35.63222,129.35273
35.63286,129.35242
35.63857,129.35798
35.63293,129.35159
35.62644,129.3267
35.62757,129.32629
35.62573,129.3526
35.62565,129.35272
35.62497,129.35294
35.62548,129.35363
35.63117,129.32387
35.62475,129.35329
35.62495,129.35254
35.62489,129.35245
35.62421,129.35314
35.62418,129.35298
35.62394,129.3534
35.62375,129.35353
35.62395,129.35375
35.62231,129.35481
35.62223,129.35499
35.6166,129.35726
35.60956,129.35442
35.60928,129.35412
35.62548,129.35291
35.60866,129.354
35.61133,129.37045
35.61181,129.36787
35.6201,129.37117
35.6275,129.36445
35.55981,129.37637
35.63025,129.35306
35.6232,129.31288
35.62255,129.35539
35.60559,129.43367
35.62775,129.35221
35.64282,129.32675
35.63835,129.33126
35.63243,129.30963
35.61725,129.36208
35.61615,129.44814
35.59886,129.41464
35.60812,129.37247
35.6656,129.40119
35.61706,129.36232
35.59972,129.4341
35.60254,129.42467
35.57784,129.43136
35.60011,129.43132
35.57982,129.44709
35.56456,129.35715
35.55854,129.36391
35.58441,129.36884
35.55364,129.35757
35.5872,129.37149
35.59069,129.37188
35.5912,129.36138
35.54287,129.38542
35.54751,129.386
35.54691,129.38638
35.64134,129.35633
35.61444,129.36806
35.61535,129.3692
35.63793,129.36554
35.6036,129.43607
35.62332,129.35456
35.62342,129.35444
35.64747,129.44716
35.60992,129.359
35.61363,129.45729
35.61338,129.45283
35.62727,129.44185
35.60963,129.45705
35.58058,129.43172
35.60405,129.43042
35.64308,129.36804
35.61739,129.32989
35.58987,129.36521
35.58272,129.3698
35.54291,129.38812
35.60177,129.41945
35.60046,129.3606
35.54745,129.38453
35.58092,129.45533
35.6028,129.35531
35.61607,129.44713
35.63218,129.35696
35.56673,129.35953
35.6408,129.35551
35.66262,129.34205
35.61271,129.45744
35.61261,129.45694
35.61206,129.45736
35.61248,129.45787
35.61172,129.45748
35.61111,129.45589
35.61072,129.45697
35.60945,129.45669
35.60914,129.45624
35.60908,129.4568
35.6085,129.45638
35.60862,129.45691
35.6079,129.45754
35.60653,129.45875
35.60993,129.45694
35.60714,129.45803
35.60668,129.45775
35.60661,129.4573
35.60647,129.45718
35.60658,129.45838
35.60635,129.4589
35.60634,129.45953
35.60662,129.46009
35.60712,129.46033
35.60615,129.459
35.60591,129.4591
35.60574,129.45894
35.60587,129.45812
35.59793,129.46284
35.59679,129.46244
35.5972,129.46261
35.59684,129.46305
35.59657,129.46253
35.59635,129.46316
35.66498,129.34021
35.64853,129.34682
35.63908,129.34979
35.5967,129.31161
35.59658,129.31135
35.58053,129.44976
35.60624,129.45932
35.66565,129.39927
35.58507,129.36656
35.55537,129.35424
35.64542,129.32405
35.58439,129.46047
35.58854,129.37245
35.53675,129.38043
35.56559,129.37126
35.57894,129.39013
35.57349,129.45237
35.57156,129.37282
35.61,129.30748
35.58938,129.36889
35.64684,129.42548
35.64629,129.4249
35.58217,129.43815
35.64704,129.42408
35.65321,129.40779
35.54519,129.37206
35.55798,129.3592
35.63746,129.35064
35.66032,129.3383
35.63498,129.34681
35.65842,129.34194
35.60619,129.30755
35.65819,129.34133
35.62978,129.31034
35.59596,129.34731
35.64608,129.33111
35.64495,129.32497
35.6424,129.3333
35.64469,129.3286
35.64365,129.32895
35.60533,129.43
35.65635,129.40163
35.60569,129.43368
35.55597,129.3587
35.57836,129.37589
35.55651,129.35919
35.58211,129.36978
35.58357,129.4028
35.57823,129.3826
35.58247,129.36966
35.56589,129.35836
35.5636,129.35669
35.56604,129.35944
35.56455,129.35481
35.59055,129.36431
35.58713,129.35972
35.52914,129.39613
35.61131,129.44514
35.62549,129.36179
35.63094,129.3534
35.61061,129.37107
35.611,129.36113
35.63952,129.34856
35.54014,129.38707
35.54046,129.38643
35.54127,129.38626
35.5411,129.38661
35.54194,129.38665
35.54183,129.38624
35.54156,129.3869
35.54128,129.38678
35.5414,129.38732
35.54171,129.3874
35.54234,129.38778
35.54212,129.38786
35.54248,129.38801
35.5423,129.38818
35.5428,129.38845
35.54256,129.38866
35.5425,129.38871
35.54304,129.38875
35.54226,129.38927
35.54276,129.38909
35.54283,129.38735
35.54322,129.38697
35.5433,129.38762
35.5434,129.38802
35.54373,129.38623
35.54353,129.38674
35.543,129.387
35.54247,129.38584
35.54287,129.38639
35.54261,129.38675
35.59372,129.46257
35.596,129.46326
35.59503,129.4629
35.59303,129.46239
35.59347,129.46235
35.5941,129.46221
35.59401,129.46179
35.57499,129.45249
35.58475,129.45932
35.58506,129.45903
35.54232,129.38611
35.58532,129.45872
35.58522,129.45743
35.58542,129.45827
35.58491,129.45638
35.58528,129.45681
35.58516,129.45677
35.58481,129.457
35.58391,129.45653
35.5843,129.45661
35.5832,129.45653
35.58279,129.45652
35.58366,129.45659
35.58227,129.45645
35.58168,129.45605
35.582,129.45594
35.58215,129.45639
35.58139,129.45592
35.58114,129.45584
35.60481,129.43332
35.60824,129.43747
35.6115,129.44232
35.55545,129.35289
35.55419,129.3591
35.56915,129.35431
35.58028,129.45268
35.60085,129.35592
35.61928,129.35974
35.59033,129.36191
35.61326,129.44571
35.63068,129.35378
35.64234,129.35523
35.63907,129.32327
35.63913,129.32349
35.64235,129.32887
35.65582,129.33224
35.65451,129.3317
35.60523,129.42959
35.65208,129.42241
35.65123,129.42101
35.58948,129.36333
35.57857,129.38338
35.54472,129.37488
35.63093,129.31109
35.60723,129.34406
35.57839,129.3773
35.57816,129.3805
35.58131,129.36873
35.57829,129.37671
35.54755,129.3863
35.52521,129.40297
35.55806,129.35548
35.61557,129.44869
35.61084,129.36122
35.59291,129.36171
35.6097,129.36259
35.56536,129.3606
35.56586,129.35991
35.56985,129.35587
35.5695,129.35667
35.56671,129.35632
35.62319,129.44097
35.62237,129.4382
35.56732,129.35596
35.62519,129.43265
35.61305,129.45713
35.65183,129.41595
35.64969,129.40951
35.60431,129.43112
35.6074,129.45768
35.60851,129.36258
35.62305,129.36273
35.6119,129.35783
35.61151,129.36817
35.62431,129.36287
35.6247,129.36087
35.6226,129.363
35.62408,129.36184
35.54254,129.38668
35.54235,129.38622
35.54244,129.38655
35.54208,129.3864
35.57891,129.44916
35.63302,129.35186
35.63197,129.34933
35.62693,129.35219
35.6329,129.34931
35.63728,129.35795
35.63726,129.35748
35.62941,129.35222
35.62967,129.35381
35.64252,129.35459
35.64275,129.35375
35.65966,129.34254
35.65478,129.33161
35.56548,129.35662
35.64355,129.44068
35.61551,129.33543
35.5522,129.35932
35.52909,129.39775
35.52956,129.3974
35.52903,129.39732
35.5291,129.39744
35.52931,129.39729
35.52945,129.39665
35.52921,129.39631
35.52948,129.39644
35.53008,129.39631
35.52977,129.39644
35.5296,129.39622
35.53036,129.39618
35.53388,129.3944
35.52968,129.3957
35.52946,129.39599
35.53012,129.39582
35.53353,129.3938
35.5293,129.39794
35.53356,129.39356
35.5338,129.39298
35.5338,129.39255
35.54355,129.38593
35.53361,129.39228
35.54326,129.38655
35.54371,129.38526
35.54354,129.38548
35.5439,129.38612
35.54403,129.38565
35.544,129.38517
35.54418,129.38585
35.54421,129.38624
35.54465,129.38545
35.54461,129.38576
35.54486,129.38482
35.54478,129.38586
35.54473,129.38556
35.54491,129.38515
35.54507,129.38511
35.54535,129.38502
35.54528,129.38467
35.54536,129.38484
35.54627,129.38474
35.54564,129.38493
35.54573,129.38486
35.55574,129.38039
35.64451,129.35548
35.62947,129.33132
35.6298,129.33131
35.60577,129.45861
35.58995,129.37373
35.59797,129.31091
35.58034,129.44922
35.61384,129.41476
35.61119,129.43196
35.66157,129.33556
35.65397,129.40577
35.53636,129.38895
35.58532,129.37124
35.60417,129.36726
35.60485,129.36844
35.53403,129.39258
35.53449,129.39247
35.53429,129.39322
35.60375,129.35822
35.53487,129.39291
35.60402,129.35983
35.61451,129.42629
35.58206,129.40078
35.64971,129.41351
35.54614,129.38569
35.54594,129.38543
35.54595,129.38609
35.63221,129.44042
35.54615,129.38637
35.54672,129.386
35.54632,129.38543
35.61351,129.44596
35.57837,129.43866
35.58124,129.45523
35.58088,129.45345
35.58017,129.4521
35.5792,129.45226
35.57517,129.45257
35.57879,129.45178
35.57768,129.4524
35.57754,129.45221
35.5776,129.4535
35.60436,129.36057
35.60413,129.36019
35.60241,129.3552
35.60413,129.35651
35.60462,129.35592
35.60462,129.35514
35.60455,129.35665
35.58681,129.35818
35.58583,129.35766
35.58791,129.36076
35.59022,129.37005
35.60504,129.36695
35.60814,129.37257
35.60838,129.37326
35.6092,129.37306
35.60661,129.37134
35.59897,129.36987
35.57827,129.44731
35.58083,129.43143
35.59206,129.36167
35.59797,129.37044
35.59684,129.36875
35.59693,129.36932
35.62049,129.36705
35.62432,129.35391
35.63203,129.35411
35.62661,129.35495
35.63453,129.35704
35.62643,129.35798
35.62463,129.35669
35.63197,129.34792
35.63902,129.35878
35.57062,129.44989
35.64297,129.32951
35.60025,129.34698
35.5771,129.45283
35.59077,129.39755
35.57601,129.45257
35.57373,129.45236
35.57295,129.4522
35.57232,129.45204
35.57075,129.45009
35.57089,129.45022
35.58466,129.36296
35.64196,129.43401
35.59521,129.37119
35.58925,129.36358
35.5891,129.36538
35.59219,129.37499
35.59481,129.37319
35.59046,129.36349
35.52444,129.40228
35.524,129.40192
35.52447,129.40152
35.52427,129.40168
35.52388,129.40206
35.52376,129.40218
